
T1588 PH0.39 PL100.00 R0 DT76 LV1745.00 FA0 FB0 PS214
T1512 PH0.39 PL100.00 R0 DT73 LV22.08 AV990.00 CU-1751.00 FA0 FB0 PS213
T1588 PH0.39 PL100.00 R0 DT76 LV1745.00 FA0 FB0 PS214
T1512 PH0.39 PL100.00 R0 DT73 LV22.08 AV990.00 CU-1751.00 FA0 FB0 PS213
T1588 PH0.39 PL100.00 R0 DT76 LVT0 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1311.00 FA0 FB0 PS273
T3 PH0.00 PL100.00 R0 DT3 LV0.00 AV0.00 CU-1358.00 FA0 FB0 PS267
T70 PH0.00 PL100.00 R0 DT66 LV0.00 AV0.00 CU-1429.00 FA0 FB0 PS263
T141 PH0.00 PL100.00 R0 DT71 LV0.00 AV0.00 CU-1470.00 FA0 FB0 PS255
T212 PH0.00 PL100.00 R0 DT71 LV0.00 AV0.00 CU-1505.00 FA0 FB0 PS253
T284 PH0.00 PL100.00 R0 DT72 LV0.00 AV0.00 CU-1540.00 FA0 FB0 PS246
T356 PH0.00 PL100.00 R0 DT72 LV0.00 AV0.00 CU-1558.00 FA0 FB0 PS243
T428 PH0.00 PL100.00 R0 DT72 LV0.00 AV0.00 CU-1593.00 FA0 FB0 PS240
T499 PH0.00 PL100.00 R0 DT71 LV0.00 AV0.00 CU-1605.00 FA0 FB0 PS235
T572 PH0.00 PL100.00 R0 DT73 LV0.00 AV0.00 CU-1628.00 FA0 FB0 PS234
T644 PH0.00 PL100.00 R0 DT72 LV0.00 AV0.00 CU-1646.00 FA0 FB0 PS229
T715 PH0.00 PL100.00 R0 DT71 LV0.00 AV0.00 CU-1657.00 FA0 FB0 PS228
T787 PH0.00 PL100.00 R0 DT72 LV0.00 AV0.00 CU-1687.00 FA0 FB0 PS226
T859 PH0.00 PL100.00 R0 DT72 LV0.00 AV0.00 CU-1681.00 FA0 FB0 PS223
T930 PH0.00 PL100.00 R0 DT71 LV0.00 AV0.00 CU-1704.00 FA0 FB0 PS224
T1002 PH0.00 PL100.00 R0 DT72 LV0.00 AV0.00 CU-1710.00 FA0 FB0 PS220
T1075 PH0.00 PL100.00 R0 DT73 LV0.00 AV0.00 CU-1710.00 FA0 FB0 PS220
T1147 PH0.00 PL100.00 R0 DT72 LV0.00 AV0.00 CU-1734.00 FA0 FB0 PS220
T1220 PH0.00 PL100.00 R0 DT73 LV0.00 AV0.00 CU-1728.00 FA0 FB0 PS216
T1293 PH0.00 PL100.00 R0 DT73 LV0.00 AV0.00 CU-1734.00 FA0 FB0 PS217
T1366 PH0.00 PL100.00 R0 DT72 LV0.00 AV0.00 CU-1751.00 FA0 FB0 PS216
T1439 PH0.39 PL100.00 R0 DT74 LV0.00 AV0.00 CU-1745.00 FA0 FB0 PS213
T1512 PH0.39 PL100.00 R0 DT73 LV22.08 AV990.00 CU-1757.00 FA0 FB0 PS215
T1588 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1769.00 FA0 FB0 PS215
T1664 PH0.39 PL100.00 R0 DT75 LV22.08 AV990.00 CU-1763.00 FA0 FB0 PS214
T1739 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1763.00 FA0 FB0 PS212
T1815 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1757.00 FA0 FB0 PS211
T1891 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1769.00 FA0 FB0 PS213
T1967 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1781.00 FA0 FB0 PS213
T2043 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1775.00 FA0 FB0 PS212
T2119 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1769.00 FA0 FB0 PS211
T2195 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1769.00 FA0 FB0 PS209
T2271 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1781.00 FA0 FB0 PS211
T2347 PH0.39 PL100.00 R0 DT75 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS212
T2422 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1781.00 FA0 FB0 PS210
T2498 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1775.00 FA0 FB0 PS209
T2575 PH0.39 PL100.00 R0 DT77 LV22.08 AV990.00 CU-1775.00 FA0 FB0 PS209
T2651 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS211
T2726 PH0.39 PL100.00 R0 DT75 LV22.08 AV990.00 CU-1792.00 FA0 FB0 PS211
T2802 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS209
T2878 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1781.00 FA0 FB0 PS209
T2954 PH0.39 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1781.00 FA0 FB0 PS209
T3030 PH0.79 PL100.00 R0 DT75 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS211
T3106 PH0.79 PL100.00 R0 DT77 LV22.08 AV990.00 CU-1792.00 FA0 FB0 PS211
T3182 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS209
T3258 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1781.00 FA0 FB0 PS208
T3334 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1781.00 FA0 FB0 PS209
T3409 PH0.79 PL100.00 R0 DT75 LV22.08 AV990.00 CU-1792.00 FA0 FB0 PS210
T3485 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1798.00 FA0 FB0 PS210
T3561 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS209
T3638 PH0.79 PL100.00 R0 DT77 LV22.08 AV990.00 CU-1781.00 FA0 FB0 PS207
T3714 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS209
T3789 PH0.79 PL100.00 R0 DT75 LV22.08 AV990.00 CU-1792.00 FA0 FB0 PS210
T3865 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1798.00 FA0 FB0 PS210
T3941 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS208
T4017 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1781.00 FA0 FB0 PS207
T4092 PH0.79 PL100.00 R0 DT75 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS209
T4169 PH0.79 PL100.00 R0 DT77 LV22.08 AV990.00 CU-1792.00 FA0 FB0 PS210
T4245 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1798.00 FA0 FB0 PS210
T4321 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS208
T4397 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1781.00 FA0 FB0 PS207
T4472 PH0.79 PL100.00 R0 DT75 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS209
T4548 PH0.79 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1792.00 FA0 FB0 PS210
T4624 PH1.18 PL100.00 R0 DT76 LV22.08 AV990.00 CU-1798.00 FA0 FB0 PS210
T4701 PH1.18 PL100.00 R0 DT77 LV22.08 AV990.00 CU-1786.00 FA0 FB0 PS208
T4776 PH1.18 PL100.00 R0 DT75 LV22.08 AV990.00 CU-1781.00 FA0 FB0 PS207
