
11565
11565
T977 PH0.79 LV0.00 AV0.00 CU-132.00 FA0 FB0 PS474
T982 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS476
T986 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS482
T991 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS483
T995 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS480
T999 PH0.79 LV0.00 AV0.00 CU-144.00 FA0 FB0 PS477
T1003 PH0.79 LV0.00 AV0.00 CU-138.00 FA0 FB0 PS478
T1008 PH0.79 LV0.00 AV0.00 CU-132.00 FA0 FB0 PS483
T1012 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS481
T1016 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS476
T1021 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS478
T1026 PH0.79 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS482
T1030 PH0.79 LV0.00 AV0.00 CU-132.00 FA0 FB0 PS482
T1034 PH0.79 LV0.00 AV0.00 CU-132.00 FA0 FB0 PS479
T1039 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS474
T1043 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS478
T1047 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS484
T1052 PH0.79 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS483
T1056 PH0.79 LV0.00 AV0.00 CU-150.00 FA0 FB0 PS476
T1060 PH0.79 LV0.00 AV0.00 CU-132.00 FA0 FB0 PS476
T1065 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS480
T1070 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS483
T1074 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS481
T1079 PH0.79 LV0.00 AV0.00 CU-156.00 FA0 FB0 PS477
T1083 PH0.79 LV0.00 AV0.00 CU-138.00 FA0 FB0 PS478
T1087 PH0.79 LV0.00 AV0.00 CU-138.00 FA0 FB0 PS483
T1092 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS481
T1096 PH0.79 LV0.00 AV0.00 CU-115.00 FA0 FB0 PS477
T1100 PH0.79 LV0.00 AV0.00 CU-121.00 FA0 FB0 PS477
T1105 PH0.79 LV0.00 AV0.00 CU-162.00 FA0 FB0 PS482
