
2849 1.18 100.00 0 0 0.00 0.00 1.07 0 0 219
2896 1.18 100.00 0 0 0.00 0.00 1.07 0 0 219
2942 1.18 10 0.00 100.00 0 0 0.00 0.00 1.50 0 0 292
3 0.00 100.00 0 0 0.00 0.00 1.45 0 0 294
19 0.00 100.00 0 0 0.00 0.00 1.42 0 0 287
64 0.00 100.00 0 0 0.00 0.00 1.39 0 0 282
109 0.00 100.00 0 0 0.00 0.00 1.38 0 0 281
154 0.00 100.00 0 0 0.00 0.00 1.36 0 0 277
200 0.00 100.00 0 0 0.00 0.00 1.33 0 0 271
246 0.00 100.00 0 0 0.00 0.00 1.32 0 0 269
291 0.00 100.00 0 0 0.00 0.00 1.31 0 0 268
337 0.00 100.00 0 0 0.00 0.00 1.30 0 0 263
384 0.00 100.00 0 0 0.00 0.00 1.27 0 0 260
430 0.00 100.00 0 0 0.00 0.00 1.27 0 0 259
475 0.00 100.00 0 0 0.00 0.00 1.26 0 0 256
521 0.00 100.00 0 0 0.00 0.00 1.23 0 0 252
567 0.00 100.00 0 0 0.00 0.00 1.23 0 0 251
612 0.00 100.00 0 0 0.00 0.00 1.23 0 0 250
658 0.00 100.00 0 0 0.00 0.00 1.21 0 0 246
704 0.00 100.00 0 0 0.00 0.00 1.19 0 0 244
749 0.00 100.00 0 0 0.00 0.00 1.19 0 0 244
795 0.00 100.00 0 0 0.00 0.00 1.18 0 0 242
841 0.00 100.00 0 0 0.00 0.00 1.16 0 0 238
886 0.39 100.00 0 0 0.00 0.00 1.16 0 0 238
932 0.39 100.00 0 0 0.00 0.00 1.16 0 0 238
978 0.39 100.00 0 0 0.00 0.00 1.14 0 0 235
1024 0.39 100.00 0 0 0.00 0.00 1.13 0 0 233
1071 0.39 100.00 0 0 0.00 0.00 1.14 0 0 234
1118 0.39 100.00 0 0 0.00 0.00 1.13 0 0 230
1165 0.39 100.00 0 0 0.00 0.00 1.11 0 0 230
1211 0.39 100.00 0 0 0.00 0.00 1.13 0 0 231
1258 0.39 100.00 0 0 0.00 0.00 1.11 0 0 227
1305 0.39 100.00 0 0 0.00 0.00 1.10 0 0 227
1351 0.39 100.00 0 0 0.00 0.00 1.11 0 0 228
1398 0.39 100.00 0 0 0.00 0.00 1.09 0 0 224
1445 0.39 100.00 0 0 0.00 0.00 1.09 0 0 225
1491 0.39 100.00 0 0 0.00 0.00 1.10 0 0 226
1539 0.39 100.00 0 0 0.00 0.00 1.08 0 0 222
1586 0.39 100.00 0 0 0.00 0.00 1.08 0 0 223
1633 0.39 100.00 0 0 0.00 0.00 1.09 0 0 224
1679 0.39 100.00 0 0 0.00 0.00 1.07 0 0 220
1726 0.39 100.00 0 0 0.00 0.00 1.07 0 0 221
1773 0.39 100.00 0 0 0.00 0.00 1.08 0 0 222
1819 0.39 100.00 0 0 0.00 0.00 1.06 0 0 219
1866 0.79 100.00 0 0 0.00 0.00 1.07 0 0 220
1913 0.79 100.00 0 0 0.00 0.00 1.08 0 0 220
1960 0.79 100.00 0 0 0.00 0.00 1.05 0 0 217
2007 0.79 100.00 0 0 0.00 0.00 1.06 0 0 219
2054 0.79 100.00 0 0 0.00 0.00 1.07 0 0 219
2101 0.79 100.00 0 0 0.00 0.00 1.05 0 0 216
2147 0.79 100.00 0 0 0.00 0.00 1.06 0 0 219
2194 0.79 100.00 0 0 0.00 0.00 1.06 0 0 218
2241 0.79 100.00 0 0 0.00 0.00 1.04 0 0 216
2287 0.79 100.00 0 0 0.00 0.00 1.05 0 0 218
2334 0.79 100.00 0 0 0.00 0.00 1.06 0 0 217
2381 0.79 100.00 0 0 0.00 0.00 1.04 0 0 215
2428 0.79 100.00 0 0 0.00 0.00 1.05 0 0 218
2475 0.79 100.00 0 0 0.00 0.00 1.05 0 0 216
2522 0.79 100.00 0 0 0.00 0.00 1.03 0 0 214
2569 0.79 100.00 0 0 0.00 0.00 1.05 0 0 217
2615 0.79 100.00 0 0 0.00 0.00 1.05 0 0 215
2662 0.79 100.00 0 0 0.00 0.00 1.03 0 0 214
2709 0.79 100.00 0 0 0.00 0.00 1.05 0 0 217
2755 0.79 100.00 0 0 0.00 0.00 1.05 0 0 215
2802 0.79 100.00 0 0 0.00 0.00 1.03 0 0 214
2849 1.18 100.00 0 0 0.00 0.00 1.05 0 0 217
2896 1.18 100.00 0 0 0.00 0.00 1.04 0 0 214
2942 1.18 100.00 0 0 0.00 0.00 1.03 0 0 213
2990 1.18 100.00 0 0 0.00 0.00 1.05 0 0 216
3037 1.18 100.00 0 0 0.00 0.00 1.04 0 0 214
3083 1.18 100.00 0 0 0.00 0.00 1.03 0 0 213
3130 1.18 100.00 0 0 0.00 0.00 1.05 0 0 216
3177 1.18 100.00 0 0 0.00 0.00 1.04 0 0 213
3224 1.18 100.00 0 0 0.00 0.00 1.03 0 0 216
3270 1.18 100.00 0 0 0.00 0.00 1.05 0 0 215
3317 1.18 100.00 0 0 0.00 0.00 1.03 0 0 212
3364 1.18 100.00 0 0 0.00 0.00 1.03 0 0 213
3410 1.18 100.00 0 0 0.00 0.00 1.05 0 0 215
3458 1.18 100.00 0 0 0.00 0.00 1.03 0 0 212
3505 1.18 100.00 0 0 0.00 0.00 1.03 0 0 213
3551 1.18 100.00 0 0 0.00 0.00 1.05 0 0 215
3598 1.18 100.00 0 0 0.00 0.00 1.03 0 0 211
3645 1.18 100.00 0 0 0.00 0.00 1.03 0 0 212
3692 1.18 100.00 0 0 0.00 0.00 1.05 0 0 214
3738 1.18 100.00 0 0 0.00 0.00 1.03 0 0 211
3785 1.18 100.00 0 0 0.00 0.00 1.03 0 0 212
3832 1.57 100.00 0 0 0.00 0.00 1.04 0 0 214
