
T2774 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1564.00S247
T2702 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1569.00 FA0 FB0 PS249
T2774 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1564.00T0 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1153.00 FA0 FB0 PS304
T3 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1182.00 FA0 FB0 PS301
T70 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1241.00 FA0 FB0 PS293
T140 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1276.00 FA0 FB0 PS293
T210 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1305.00 FA0 FB0 PS285
T281 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1329.00 FA0 FB0 PS285
T352 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1352.00 FA0 FB0 PS279
T422 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1364.00 FA0 FB0 PS278
T493 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1399.00 FA0 FB0 PS273
T564 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1393.00 FA0 FB0 PS271
T634 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1435.00 FA0 FB0 PS268
T706 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1429.00 FA0 FB0 PS265
T777 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1464.00 FA0 FB0 PS265
T847 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1458.00 FA0 FB0 PS260
T918 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1487.00 FA0 FB0 PS261
T989 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1487.00 FA0 FB0 PS255
T1059 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1505.00 FA0 FB0 PS258
T1131 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1517.00 FA0 FB0 PS253
T1203 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1511.00 FA0 FB0 PS253
T1274 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1540.00 FA0 FB0 PS252
T1346 PH0.00 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1528.00 FA0 FB0 PS248
T1418 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1552.00 FA0 FB0 PS251
T1489 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1558.00 FA0 FB0 PS246
T1561 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1552.00 FA0 FB0 PS247
T1633 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1575.00 FA0 FB0 PS245
T1705 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1558.00 FA0 FB0 PS244
T1777 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1581.00 FA0 FB0 PS246
T1849 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1575.00 FA0 FB0 PS241
T1921 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1581.00 FA0 FB0 PS244
T1992 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1599.00 FA0 FB0 PS242
T2064 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1581.00 FA0 FB0 PS241
T2136 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1605.00 FA0 FB0 PS243
T2207 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1593.00 FA0 FB0 PS239
T2279 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1605.00 FA0 FB0 PS242
T2351 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1610.00 FA0 FB0 PS239
T2422 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1593.00 FA0 FB0 PS239
T2494 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1622.00 FA0 FB0 PS240
T2566 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1605.00 FA0 FB0 PS236
T2638 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1616.00 FA0 FB0 PS240
T2710 PH0.39 PL100.00 R0 DT0 LV0.00 AV0.00 CU-1622.00 FA0 FB0 PS236
