0 0 0.00 0.00
8800
761 0.00 0.00 AV0.00 R0 1.03 214 0 nan  0.00 0.00 0.00 0.00
825 0.00 0.00 AV0.00 R0 1.04 206 0 nan  0.00 0.00 0.00 0.00
88�0 0.00 0.00 AV0.00 R0 1.42 269 0 0.00  0.00 0.00 0.00 0.00
4 0.00 0.00 AV0.00 R0 1.34 267 0 0.00  0.00 0.00 0.00 0.00
57 0.00 0.00 AV0.00 R0 1.30 253 0 0.00  0.00 0.00 0.00 0.00
120 0.00 0.00 AV0.00 R0 1.26 248 0 0.00  0.00 0.00 0.00 0.00
185 0.00 0.00 AV0.00 R0 1.20 248 0 0.00  0.00 0.00 0.00 0.00
249 0.00 0.00 AV0.00 R0 1.17 243 0 0.00  0.00 0.00 0.00 0.00
314 0.00 0.00 AV0.00 R0 1.16 233 0 0.00  0.00 0.00 0.00 0.00
378 0.00 0.00 AV0.00 R0 1.15 226 0 0.00  0.00 0.00 0.00 0.00
443 0.00 0.00 AV0.00 R0 1.12 226 0 0.00  0.00 0.00 0.00 0.00
507 0.00 0.00 AV0.00 R0 1.08 227 0 nan  0.00 0.00 0.00 0.00
571 0.00 0.00 AV0.00 R0 1.07 222 0 nan  0.00 0.00 0.00 0.00
634 0.00 0.00 AV0.00 R0 1.08 213 0 nan  0.00 0.00 0.00 0.00
698 0.00 0.00 AV0.00 R0 1.08 210 0 nan  0.00 0.00 0.00 0.00
761 0.00 0.00 AV0.00 R0 1.05 210 0 nan  0.00 0.00 0.00 0.00
825 0.00 0.00 AV0.00 R0 1.02 214 0 nan  0.00 0.00 0.00 0.00
888 0.00 0.00 AV0.00 R0 1.00 212 0 nan  0.00 0.00 0.00 0.00
952 0.00 0.00 AV0.00 R0 1.01 208 0 nan  0.00 0.00 0.00 0.00
1015 0.00 0.00 AV0.00 R0 1.03 201 0 nan  0.00 0.00 0.00 0.00
1079 0.00 0.00 AV0.00 R0 1.02 202 0 nan  0.00 0.00 0.00 0.00
1143 0.00 0.00 AV0.00 R0 0.98 207 0 nan  0.00 0.00 0.00 0.00
1208 0.00 0.00 AV0.00 R0 0.97 205 0 nan  0.00 0.00 0.00 0.00
1272 0.00 0.00 AV0.00 R0 1.00 197 0 nan  0.00 0.00 0.00 0.00
1337 0.00 0.00 AV0.00 R0 1.00 197 0 nan  0.00 0.00 0.00 0.00
1401 0.00 0.00 AV0.00 R0 0.98 202 0 nan  0.00 0.00 0.00 0.00
1466 0.00 0.00 AV0.00 R0 0.95 203 0 nan  0.00 0.00 0.00 0.00
1530 0.00 0.00 AV0.00 R0 0.97 197 0 nan  0.00 0.00 0.00 0.00
1595 0.00 0.00 AV0.00 R0 0.99 194 0 nan  0.00 0.00 0.00 0.00
1659 0.00 0.00 AV0.00 R0 0.98 197 0 nan  0.00 0.00 0.00 0.00
1724 0.00 0.00 AV0.00 R0 0.95 201 0 nan  0.00 0.00 0.00 0.00
1788 0.00 0.00 AV0.00 R0 0.95 199 0 nan  0.00 0.00 0.00 0.00
1853 0.00 0.00 AV0.00 R0 0.98 193 0 nan  0.00 0.00 0.00 0.00
1917 0.00 0.00 AV0.00 R0 0.98 195 0 nan  0.00 0.00 0.00 0.00
1982 0.00 0.00 AV0.00 R0 0.95 201 0 nan  0.00 0.00 0.00 0.00
2046 0.00 0.00 AV0.00 R0 0.94 199 0 nan  0.00 0.00 0.00 0.00
2111 0.00 0.00 AV0.00 R0 0.96 193 0 nan  0.00 0.00 0.00 0.00
2176 0.00 0.00 AV0.00 R0 0.98 193 0 nan  0.00 0.00 0.00 0.00
2240 0.00 0.00 AV0.00 R0 0.96 197 0 nan  0.00 0.00 0.00 0.00
2305 0.00 0.00 AV0.00 R0 0.93 199 0 nan  0.00 0.00 0.00 0.00
2369 0.00 0.00 AV0.00 R0 0.95 195 0 nan  0.00 0.00 0.00 0.00
2434 0.00 0.00 AV0.00 R0 0.97 191 0 nan  0.00 0.00 0.00 0.00
2498 0.00 0.00 AV0.00 R0 0.96 194 0 nan  0.00 0.00 0.00 0.00
2563 0.00 0.00 AV0.00 R0 0.93 199 0 nan  0.00 0.00 0.00 0.00
2627 0.00 0.00 AV0.00 R0 0.94 197 0 nan  0.00 0.00 0.00 0.00
2692 0.00 0.00 AV0.00 R0 0.97 191 0 nan  0.00 0.00 0.00 0.00
2756 0.00 0.00 AV0.00 R0 0.97 193 0 nan  0.00 0.00 0.00 0.00
2821 0.00 0.00 AV0.00 R0 0.94 199 0 nan  0.00 0.00 0.00 0.00
2885 0.00 0.00 AV0.00 R0 0.93 198 0 nan  0.00 0.00 0.00 0.00
2950 0.00 0.00 AV0.00 R0 0.95 192 0 nan  0.00 0.00 0.00 0.00
3014 0.00 0.00 AV0.00 R0 0.97 191 0 nan  0.00 0.00 0.00 0.00
3079 0.00 0.00 AV0.00 R0 0.96 195 0 nan  0.00 0.00 0.00 0.00
3142 0.00 0.00 AV0.00 R0 0.93 199 0 nan  0.00 0.00 0.00 0.00
3207 0.00 0.00 AV0.00 R0 0.94 195 0 nan  0.00 0.00 0.00 0.00
3271 0.00 0.00 AV0.00 R0 0.97 189 0 nan  0.00 0.00 0.00 0.00
3336 0.00 0.00 AV0.00 R0 0.96 193 0 nan  0.00 0.00 0.00 0.00
3400 0.00 0.00 AV0.00 R0 0.93 199 0 nan  0.00 0.00 0.00 0.00
3465 0.00 0.00 AV0.00 R0 0.93 197 0 nan  0.00 0.00 0.00 0.00
3529 0.00 0.00 AV0.00 R0 0.96 190 0 nan  0.00 0.00 0.00 0.00
3594 0.00 0.00 AV0.00 R0 0.97 191 0 nan  0.00 0.00 0.00 0.00
3658 0.00 0.00 AV0.00 R0 0.94 197 0 nan  0.00 0.00 0.00 0.00
3723 0.00 0.00 AV0.00 R0 0.93 197 0 nan  0.00 0.00 0.00 0.00
3787 0.00 0.00 AV0.00 R0 0.94 192 0 nan  0.00 0.00 0.00 0.00
3852 0.00 0.00 AV0.00 R0 0.97 189 0 nan  0.00 0.00 0.00 0.00
3916 0.00 0.00 AV0.00 R0 0.95 193 0 nan  0.00 0.00 0.00 0.00
3981 0.00 0.00 AV0.00 R0 0.93 198 0 nan  0.00 0.00 0.00 0.00
4045 0.00 0.00 AV0.00 R0 0.94 195 0 nan  0.00 0.00 0.00 0.00
4110 0.00 0.00 AV0.00 R0 0.96 189 0 nan  0.00 0.00 0.00 0.00
4174 0.00 0.00 AV0.00 R0 0.96 192 0 nan  0.00 0.00 0.00 0.00
4239 0.00 0.00 AV0.00 R0 0.93 198 0 nan  0.00 0.00 0.00 0.00
4303 0.00 0.00 AV0.00 R0 0.93 197 0 nan  0.00 0.00 0.00 0.00
4368 0.00 0.00 AV0.00 R0 0.95 190 0 nan  0.00 0.00 0.00 0.00
4432 0.00 0.00 AV0.00 R0 0.97 191 0 nan  0.00 0.00 0.00 0.00
4497 0.00 0.00 AV0.00 R0 0.95 197 0 nan  0.00 0.00 0.00 0.00
4561 0.00 0.00 AV0.00 R0 0.93 197 0 nan  0.00 0.00 0.00 0.00
4626 0.00 0.00 AV0.00 R0 0.94 193 0 nan  0.00 0.00 0.00 0.00
4690 0.00 0.00 AV0.00 R0 0.97 189 0 nan  0.00 0.00 0.00 0.00
4755 0.00 0.00 AV0.00 R0 0.96 193 0 nan  0.00 0.00 0.00 0.00
4819 0.00 0.00 AV0.00 R0 0.93 198 0 nan  0.00 0.00 0.00 0.00
4884 0.00 0.00 AV0.00 R0 0.93 195 0 nan  0.00 0.00 0.00 0.00
4948 0.00 0.00 AV0.00 R0 0.96 189 0 nan  0.00 0.00 0.00 0.00
5013 0.00 0.00 AV0.00 R0 0.96 191 0 nan  0.00 0.00 0.00 0.00
5078 0.00 0.00 AV0.00 R0 0.93 197 0 nan  0.00 0.00 0.00 0.00
5142 0.00 0.00 AV0.00 R0 0.93 197 0 nan  0.00 0.00 0.00 0.00
5206 0.00 0.00 AV0.00 R0 0.95 191 0 nan  0.00 0.00 0.00 0.00
5270 0.00 0.00 AV0.00 R0 0.97 190 0 nan  0.00 0.00 0.00 0.00
5335 0.00 0.00 AV0.00 R0 0.95 195 0 nan  0.00 0.00 0.00 0.00
5399 0.00 0.00 AV0.00 R0 0.93 198 0 nan  0.00 0.00 0.00 0.00
5464 0.00 0.00 AV0.00 R0 0.94 195 0 nan  0.00 0.00 0.00 0.00
5528 0.00 0.00 AV0.00 R0 0.97 189 0 nan  0.00 0.00 0.00 0.00
5593 0.00 0.00 AV0.00 R0 0.96 193 0 nan  0.00 0.00 0.00 0.00
5657 0.00 0.00 AV0.00 R0 0.93 199 0 nan  0.00 0.00 0.00 0.00
5722 0.00 0.00 AV0.00 R0 0.93 196 0 nan  0.00 0.00 0.00 0.00
5786 0.00 0.00 AV0.00 R0 0.96 189 0 nan  0.00 0.00 0.00 0.00
5851 0.00 0.00 AV0.00 R0 0.96 191 0 nan  0.00 0.00 0.00 0.00
5915 0.00 0.00 AV0.00 R0 0.94 197 0 nan  0.00 0.00 0.00 0.00
5980 0.00 0.00 AV0.00 R0 0.93 197 0 nan  0.00 0.00 0.00 0.00
6044 0.00 0.00 AV0.00 R0 0.94 191 0 nan  0.00 0.00 0.00 0.00
6109 0.00 0.00 AV0.00 R0 0.97 189 0 nan  0.00 0.00 0.00 0.00
