T,PH,R,DT,LV,AV,CU,FA,FB,PS
282481,0.79,0,78,22.08,990,-1786,0,0,207
282559,0.79,0,78,22.08,990,-1792,0,0,208
282637,0.79,0,78,22.08,990,-1798,0,0,209
282715,0.79,0,78,22.08,990,-1798,0,0,209
282793,0.79,0,78,22.08,990,-1804,0,0,210
282871,0.79,0,78,22.08,990,-1798,0,0,209
282949,0.79,0,78,22.08,990,-1792,0,0,209
283027,0.79,0,78,22.08,990,-1786,0,0,208
283105,0.79,0,78,22.08,990,-1786,0,0,207
283183,0.79,0,78,22.08,990,-1786,0,0,207
283261,0.79,0,78,22.08,990,-1792,0,0,207
283339,0.79,0,78,22.08,990,-1792,0,0,208
283417,0.79,0,78,22.08,990,-1798,0,0,209
283495,0.79,0,78,22.08,990,-1798,0,0,209
283573,0.79,0,78,22.08,990,-1804,0,0,210
283652,0.79,0,79,22.08,990,-1798,0,0,209
283729,0.79,0,77,22.08,990,-1792,0,0,209
283807,0.79,0,78,22.08,990,-1786,0,0,208
283885,0.79,0,78,22.08,990,-1786,0,0,207
283963,0.79,0,78,22.08,990,-1781,0,0,207
284041,0.79,0,78,22.08,990,-1792,0,0,207
284120,1.18,0,79,22.08,990,-1792,0,0,208
284197,1.18,0,77,22.08,990,-1792,0,0,209
284275,1.18,0,78,22.08,990,-1798,0,0,209
284353,1.18,0,78,22.08,990,-1798,0,0,210
284431,1.18,0,78,22.08,990,-1792,0,0,210
284509,1.18,0,78,22.08,990,-1786,0,0,209
284588,1.18,0,79,22.08,990,-1786,0,0,208
284665,1.18,0,77,22.08,990,-1781,0,0,207
284743,1.18,0,78,22.08,990,-1781,0,0,207
284821,1.18,0,78,22.08,990,-1786,0,0,207
284899,1.18,0,78,22.08,990,-1792,0,0,209
284977,1.18,0,78,22.08,990,-1792,0,0,209
285056,1.18,0,78,22.08,990,-1798,0,0,209
285133,1.18,0,78,22.08,990,-1798,0,0,210
285211,1.18,0,78,22.08,990,-1792,0,0,209
285289,1.18,0,78,22.08,990,-1786,0,0,208
285367,1.18,0,78,22.08,990,-1786,0,0,207
285445,1.18,0,78,22.08,990,-1781,0,0,207
285523,1.18,0,78,22.08,990,-1781,0,0,207
285601,1.18,0,78,22.08,990,-1792,0,0,207
285679,1.18,0,78,22.08,990,-1792,0,0,209
285757,1.57,0,78,22.08,990,-1792,0,0,209
285835,1.57,0,78,22.08,990,-1798,0,0,210
285914,1.57,0,78,22.08,990,-1798,0,0,210
285991,1.57,0,78,22.08,990,-1792,0,0,209
286069,1.57,0,78,22.08,990,-1786,0,0,208
286147,1.57,0,78,22.08,990,-1786,0,0,207
286225,1.57,0,78,22.08,990,-1781,0,0,207
286303,1.57,0,78,22.08,990,-1781,0,0,207
286382,1.57,0,79,22.08,990,-1786,0,0,207
286459,1.57,0,77,22.08,990,-1792,0,0,209
286537,1.57,0,78,22.08,990,-1792,0,0,209
286615,1.57,0,78,22.08,990,-1798,0,0,210
286693,1.57,0,78,22.08,990,-1798,0,0,211
286771,1.57,0,78,22.08,990,-1792,0,0,210
286850,1.57,0,79,22.08,990,-1786,0,0,209
286927,1.57,0,77,22.08,990,-1781,0,0,208
287005,1.57,0,78,22.08,990,-1781,0,0,207
287083,1.57,0,78,22.08,990,-1781,0,0,207
287161,1.57,0,78,22.08,990,-1786,0,0,207
287239,1.57,0,78,22.08,990,-1792,0,0,209
287318,1.57,0,78,22.08,990,-1792,0,0,209
287395,1.97,0,78,22.08,990,-1798,0,0,210
287473,1.97,0,78,22.08,990,-1798,0,0,211
287551,1.97,0,78,22.08,990,-1792,0,0,209
287629,1.97,0,78,22.08,990,-1786,0,0,208
287707,1.97,0,78,22.08,990,-1781,0,0,208
287785,1.97,0,78,22.08,990,-1781,0,0,207
287863,1.97,0,78,22.08,990,-1781,0,0,207
287941,1.97,0,78,22.08,990,-1786,0,0,208
288019,1.97,0,78,22.08,990,-1792,0,0,209
288097,1.97,0,78,22.08,990,-1792,0,0,209
288175,1.97,0,78,22.08,990,-1798,0,0,210
288253,1.97,0,78,22.08,990,-1792,0,0,211
288331,1.97,0,78,22.08,990,-1786,0,0,209
288409,1.97,0,78,22.08,990,-1786,0,0,208
288487,1.97,0,78,22.08,990,-1781,0,0,208
288565,1.97,0,78,22.08,990,-1781,0,0,207
288644,1.97,0,79,22.08,990,-1781,0,0,207
288721,1.97,0,77,22.08,990,-1786,0,0,208
288799,1.97,0,78,22.08,990,-1792,0,0,209
288877,1.97,0,78,22.08,990,-1798,0,0,209
288955,1.97,0,78,22.08,990,-1798,0,0,209
289033,2.36,0,78,22.08,990,-1792,0,0,210
289112,2.36,0,79,22.08,990,-1792,0,0,209
289189,2.36,0,77,22.08,990,-1792,0,0,208
289267,2.36,0,78,22.08,990,-1786,0,0,207
289345,2.36,0,78,22.08,990,-1781,0,0,207
289423,2.36,0,78,22.08,990,-1786,0,0,207
289501,2.36,0,78,22.08,990,-1792,0,0,208
289580,2.36,0,79,22.08,990,-1798,0,0,209
289657,2.36,0,77,22.08,990,-1798,0,0,209
289735,2.36,0,78,22.08,990,-1804,0,0,210
289813,2.36,0,78,22.08,990,-1798,0,0,210
289891,2.36,0,78,22.08,990,-1792,0,0,209
289969,2.36,0,78,22.08,990,-1804,0,0,205
290048,2.36,0,78,22.08,990,-1804,0,0,204
290125,2.36,0,78,22.08,990,-1798,0,0,204
290203,2.36,0,78,22.08,990,-1804,0,0,205
290281,2.36,0,78,22.08,990,-1804,0,0,206
290359,2.36,0,78,22.08,990,-1810,0,0,207
290437,2.36,0,78,22.08,990,-1810,0,0,208
290515,2.36,0,78,22.08,990,-1810,0,0,209
290593,2.36,0,78,22.08,990,-1804,0,0,209
290671,2.76,1,78,22.08,990,-1798,0,0,211
290749,2.76,0,78,1.8,80.55,-1775,0,0,209
290825,2.76,0,76,22.08,990,-1775,0,0,208
290903,2.76,0,78,22.08,990,-1786,0,0,208
290981,2.76,0,78,22.08,990,-1786,0,0,209
291059,2.76,0,78,22.08,990,-1792,0,0,210
291137,2.76,0,78,22.08,990,-1798,0,0,211
291215,2.76,0,78,22.08,990,-1798,0,0,211
291293,2.76,0,78,22.08,990,-1792,0,0,211
291372,2.76,0,77,22.08,990,-1786,0,0,209
291449,2.76,0,79,22.08,990,-1781,0,0,208
291527,2.76,0,78,22.08,990,-1781,0,0,208
291605,2.76,0,78,22.08,990,-1781,0,0,207
291683,2.76,0,78,22.08,990,-1786,0,0,208
291761,2.76,0,78,22.08,990,-1792,0,0,208
291840,2.76,0,78,22.08,990,-1798,0,0,210
291917,2.76,0,78,22.08,990,-1798,0,0,211
291995,2.76,0,78,22.08,990,-1798,0,0,211
292073,2.76,0,78,22.08,990,-1792,0,0,211
292151,2.76,0,78,22.08,990,-1786,0,0,209
292229,2.76,0,78,22.08,990,-1786,0,0,208
292307,3.15,0,78,22.08,990,-1781,0,0,207
292385,3.15,0,78,22.08,990,-1775,0,0,207
292463,3.15,0,78,22.08,990,-1781,0,0,208
292541,3.15,0,78,22.08,990,-1786,0,0,209
292619,3.15,0,78,22.08,990,-1792,0,0,210
292697,3.15,0,78,22.08,990,-1798,0,0,211
292775,3.15,0,78,22.08,990,-1792,0,0,211
292853,3.15,0,78,22.08,990,-1786,0,0,210
292931,3.15,0,78,22.08,990,-1786,0,0,209
293009,3.15,0,78,22.08,990,-1781,0,0,208
293087,3.15,0,78,22.08,990,-1781,0,0,207
293165,3.15,0,78,22.08,990,-1781,0,0,209
293243,3.15,0,78,22.08,990,-1792,0,0,208
293321,3.15,0,78,22.08,990,-1792,0,0,209
293399,3.15,0,78,22.08,990,-1798,0,0,209
293477,3.15,0,78,22.08,990,-1798,0,0,210
293555,3.15,0,78,22.08,990,-1792,0,0,211
293633,3.15,0,78,22.08,990,-1786,0,0,209
293711,3.15,0,78,22.08,990,-1775,0,0,208
293789,3.15,0,78,22.08,990,-1781,0,0,208
293867,3.15,0,78,22.08,990,-1781,0,0,207
293945,3.54,0,78,22.08,990,-1781,0,0,207
294023,3.54,0,78,22.08,990,-1786,0,0,208
294102,3.54,0,78,22.08,990,-1792,0,0,209
294179,3.54,0,78,22.08,990,-1798,0,0,209
294257,3.54,0,78,22.08,990,-1798,0,0,210
294335,3.54,0,78,22.08,990,-1792,0,0,210
294413,3.54,0,78,22.08,990,-1786,0,0,209
294491,3.54,0,78,22.08,990,-1786,0,0,209
294569,3.54,0,78,22.08,990,-1786,0,0,207
294647,3.54,0,78,22.08,990,-1781,0,0,207
294725,3.54,0,78,22.08,990,-1786,0,0,207
294803,3.54,0,78,22.08,990,-1792,0,0,208
294881,3.54,0,78,22.08,990,-1792,0,0,209
294959,3.54,0,78,22.08,990,-1798,0,0,209
295037,3.54,0,78,22.08,990,-1792,0,0,209
295115,3.54,0,78,22.08,990,-1792,0,0,209
295193,3.54,0,78,22.08,990,-1786,0,0,209
295271,3.54,0,78,22.08,990,-1786,0,0,208
295349,3.54,0,78,22.08,990,-1781,0,0,207
295427,3.54,0,78,22.08,990,-1781,0,0,207
295505,3.54,0,78,22.08,990,-1786,0,0,207
295583,3.94,0,78,22.08,990,-1792,0,0,208
295661,3.94,0,78,22.08,990,-1792,0,0,209
295739,3.94,0,78,22.08,990,-1798,0,0,209
295817,3.94,0,78,22.08,990,-1798,0,0,209
295895,3.94,0,78,22.08,990,-1810,0,0,211
295973,3.94,0,78,1.8,80.55,-1786,0,0,209
296049,3.94,0,76,22.08,990,-1781,0,0,208
296127,3.94,0,78,22.08,990,-1781,0,0,207
296205,3.94,0,78,22.08,990,-1786,0,0,207
296283,3.94,0,78,22.08,990,-1786,0,0,208
296360,3.94,0,77,22.08,990,-1763,0,0,209
296439,3.94,0,79,22.08,990,-1792,0,0,210
296517,3.94,0,78,22.08,990,-1792,0,0,211
296595,3.94,0,78,22.08,990,-1792,0,0,211
296673,3.94,0,78,22.08,990,-1786,0,0,209
296751,3.94,0,78,22.08,990,-1781,0,0,208
296829,3.94,0,77,22.08,990,-1781,0,0,207
296907,3.94,0,79,22.08,990,-1781,0,0,207
296985,3.94,0,78,22.08,990,-1786,0,0,207
297063,3.94,0,78,22.08,990,-1792,0,0,209
297141,3.94,0,78,22.08,990,-1792,0,0,214
297219,4.33,0,78,22.08,990,-1804,0,0,211
297297,4.33,0,78,22.08,990,-1798,0,0,211
297375,4.33,0,78,22.08,990,-1792,0,0,210
297453,4.33,0,78,22.08,990,-1792,0,0,209
297531,4.33,0,78,22.08,990,-1786,0,0,208
297609,4.33,0,78,22.08,990,-1781,0,0,207
297687,4.33,0,78,22.08,990,-1757,0,0,206
297765,4.33,0,78,22.08,990,-1786,0,0,207
297843,4.33,0,78,22.08,990,-1792,0,0,208
297921,4.33,0,78,22.08,990,-1798,0,0,209
297999,4.33,0,78,22.08,990,-1804,0,0,210
298077,4.33,0,78,22.08,990,-1798,0,0,210
298155,4.33,0,77,22.08,990,-1792,0,0,209
298233,4.33,0,79,22.08,990,-1792,0,0,209
298311,4.33,0,78,22.08,990,-1786,0,0,207
298389,4.33,0,78,22.08,990,-1786,0,0,207
298467,4.33,0,78,22.08,990,-1786,0,0,211
298545,4.33,0,78,22.08,990,-1798,0,0,208
298622,4.33,0,77,22.08,990,-1798,0,0,208
298701,4.33,0,79,22.08,990,-1798,0,0,206
298779,4.33,0,78,22.08,990,-1822,0,0,210
298857,4.72,0,78,1.8,80.55,-1798,0,0,210
298933,4.72,0,76,22.08,990,-1786,0,0,209
299011,4.72,0,78,22.08,990,-1763,0,0,208
299088,4.72,0,77,22.08,990,-1781,0,0,207
299167,4.72,0,79,22.08,990,-1786,0,0,207
299245,4.72,0,78,22.08,990,-1792,0,0,208
299323,4.72,0,78,22.08,990,-1792,0,0,209
299401,4.72,0,78,22.08,990,-1798,0,0,210
299479,4.72,0,78,22.08,990,-1804,0,0,211
299556,4.72,0,77,22.08,990,-1798,0,0,211
299635,4.72,0,79,22.08,990,-1792,0,0,209
299713,4.72,0,78,22.08,990,-1786,0,0,209
299791,4.72,0,78,22.08,990,-1786,0,0,211
299869,4.72,0,78,22.08,990,-1781,0,0,207
299947,4.72,0,77,22.08,990,-1792,0,0,207
300025,4.72,0,79,22.08,990,-1792,0,0,208
300103,4.72,0,78,22.08,990,-1798,0,0,209
300181,4.72,0,78,22.08,990,-1798,0,0,209
300259,4.72,0,78,22.08,990,-1804,0,0,210
300337,4.72,0,78,22.08,990,-1781,0,0,209
300414,4.72,0,77,22.08,990,-1798,0,0,209
300493,5.12,0,79,22.08,990,-1792,0,0,207
300571,5.12,0,78,22.08,990,-1786,0,0,207
300649,5.12,0,78,22.08,990,-1786,0,0,206
300727,5.12,0,78,22.08,990,-1792,0,0,206
300805,5.12,0,78,22.08,990,-1792,0,0,207
300882,5.12,0,77,22.08,990,-1798,0,0,205
300961,5.12,0,79,22.08,990,-1816,0,0,209
301039,5.12,0,78,1.8,80.55,-1804,0,0,209
301115,5.12,0,76,22.08,990,-1792,0,0,209
301193,5.12,0,78,22.08,990,-1786,0,0,208
301271,5.12,0,78,22.08,990,-1781,0,0,207
301348,5.12,0,77,22.08,990,-1751,0,0,206
301427,5.12,0,79,22.08,990,-1786,0,0,206
301505,5.12,0,78,22.08,990,-1792,0,0,208
301583,5.12,0,78,22.08,990,-1792,0,0,209
301661,5.12,0,78,22.08,990,-1798,0,0,210
301739,5.12,0,77,22.08,990,-1798,0,0,211
301816,5.12,0,78,22.08,990,-1792,0,0,210
301895,5.12,0,79,22.08,990,-1786,0,0,209
301973,5.12,0,78,22.08,990,-1781,0,0,208
302051,5.12,0,78,22.08,990,-1781,0,0,207
302129,5.51,0,78,22.08,990,-1781,0,0,211
302206,5.51,0,77,22.08,990,-1798,0,0,207
302284,5.51,0,78,22.08,990,-1792,0,0,208
302363,5.51,0,79,22.08,990,-1798,0,0,209
302441,5.51,0,78,22.08,990,-1798,0,0,209
302519,5.51,0,78,22.08,990,-1798,0,0,209
302597,5.51,0,78,22.08,990,-1792,0,0,209
302674,5.51,0,77,22.08,990,-1763,0,0,207
302753,5.51,0,78,22.08,990,-1781,0,0,204
302831,5.51,0,79,22.08,990,-1798,0,0,207
302909,5.51,0,78,1.8,80.55,-1781,0,0,207
302985,5.51,0,76,22.08,990,-1792,0,0,208
303063,5.51,0,78,22.08,990,-1792,0,0,209
303140,5.51,0,77,22.08,990,-1798,0,0,210
303219,5.51,0,78,22.08,990,-1792,0,0,210
303297,5.51,0,79,22.08,990,-1792,0,0,209
303375,5.51,0,78,22.08,990,-1786,0,0,208
303453,5.51,0,78,22.08,990,-1786,0,0,212
303531,5.51,0,77,22.08,990,-1786,0,0,207
303608,5.51,0,78,22.08,990,-1786,0,0,206
303687,5.51,0,79,22.08,990,-1792,0,0,207
303765,5.91,0,78,22.08,990,-1792,0,0,208
303843,5.91,0,78,22.08,990,-1798,0,0,209
303921,5.91,0,78,22.08,990,-1798,0,0,210
303998,5.91,0,77,22.08,990,-1769,0,0,209
304076,5.91,0,78,22.08,990,-1786,0,0,209
304155,5.91,0,79,22.08,990,-1786,0,0,208
304233,5.91,0,78,22.08,990,-1786,0,0,207
304311,5.91,0,78,22.08,990,-1781,0,0,207
304389,5.91,0,78,22.08,990,-1786,0,0,207
304466,5.91,0,77,22.08,990,-1792,0,0,207
304544,5.91,0,78,1.8,80.55,-1798,0,0,209
304621,5.91,0,77,22.08,990,-1804,0,0,210
304699,5.91,0,78,22.08,990,-1792,0,0,210
304777,5.91,0,78,22.08,990,-1792,0,0,213
304855,5.91,0,78,22.08,990,-1792,0,0,209
304932,5.91,0,77,22.08,990,-1786,0,0,207
305010,5.91,0,78,22.08,990,-1781,0,0,207
305089,5.91,0,79,22.08,990,-1786,0,0,207
305167,5.91,0,78,22.08,990,-1792,0,0,207
305245,5.91,0,78,22.08,990,-1792,0,0,208
305323,5.91,0,77,22.08,990,-1769,0,0,209
305400,6.3,0,78,22.08,990,-1798,0,0,210
305478,6.3,0,78,22.08,990,-1798,0,0,209
305557,6.3,0,79,22.08,990,-1792,0,0,209
305635,6.3,0,78,22.08,990,-1792,0,0,208
305713,6.3,0,78,22.08,990,-1786,0,0,207
305790,6.3,0,77,22.08,990,-1786,0,0,207
305868,6.3,0,78,22.08,990,-1792,0,0,207
305946,6.3,0,78,22.08,990,-1792,0,0,204
306025,6.3,1,79,22.08,990,-1816,0,0,209
306103,6.3,0,78,1.8,80.55,-1798,0,0,210
306179,6.3,0,76,22.08,990,-1798,0,0,210
306256,6.3,0,77,22.08,990,-1792,0,0,209
306334,6.3,0,78,22.08,990,-1757,0,0,207
306412,6.3,0,78,22.08,990,-1781,0,0,207
306491,6.3,0,79,22.08,990,-1781,0,0,207
306569,6.3,0,78,22.08,990,-1792,0,0,207
306647,6.3,0,78,22.08,990,-1792,0,0,208
306724,6.3,0,77,22.08,990,-1798,0,0,209
306802,6.3,0,78,22.08,990,-1798,0,0,209
306881,6.3,0,79,22.08,990,-1798,0,0,210
306959,6.3,0,78,22.08,990,-1798,0,0,209
307037,6.69,0,78,22.08,990,-1792,0,0,209
307115,6.69,0,77,22.08,990,-1786,0,0,213
307192,6.69,0,78,22.08,990,-1786,0,0,207
307270,6.69,0,78,22.08,990,-1786,0,0,207
307349,6.69,0,79,22.08,990,-1792,0,0,204
307427,6.69,0,78,1.8,80.55,-1792,0,0,209
307503,6.69,0,76,22.08,990,-1798,0,0,209
307580,6.69,0,77,22.08,990,-1798,0,0,210
307658,6.69,0,78,22.08,990,-1763,0,0,209
307736,6.69,0,78,22.08,990,-1786,0,0,208
307815,6.69,0,79,22.08,990,-1786,0,0,207
307893,6.69,0,78,22.08,990,-1781,0,0,207
307971,6.69,0,78,22.08,990,-1786,0,0,207
308048,6.69,0,77,22.08,990,-1792,0,0,207
308126,6.69,0,78,22.08,990,-1798,0,0,208
308204,6.69,0,78,22.08,990,-1798,0,0,209
308283,6.69,0,79,22.08,990,-1804,0,0,210
308361,6.69,0,78,22.08,990,-1798,0,0,210
308439,6.69,0,78,22.08,990,-1792,0,0,214
308516,6.69,0,77,22.08,990,-1792,0,0,209
308594,6.69,0,78,22.08,990,-1786,0,0,205
308672,7.09,0,78,22.08,990,-1798,0,0,207
308751,7.09,0,79,1.77,79.53,-1781,0,0,207
308827,7.09,0,76,22.08,990,-1792,0,0,209
308904,7.09,0,77,22.08,990,-1798,0,0,209
308982,7.09,0,78,22.08,990,-1769,0,0,209
309060,7.09,0,78,22.08,990,-1792,0,0,210
309138,7.09,0,78,22.08,990,-1786,0,0,209
309217,7.09,0,79,22.08,990,-1786,0,0,208
309295,7.09,0,78,22.08,990,-1781,0,0,207
309372,7.09,0,77,22.08,990,-1781,0,0,207
309450,7.09,0,78,22.08,990,-1786,0,0,209
309528,7.09,0,78,22.08,990,-1792,0,0,208
309606,7.09,0,78,22.08,990,-1792,0,0,209
309685,7.09,0,79,22.08,990,-1798,0,0,209
309763,7.09,0,78,22.08,990,-1798,0,0,214
309840,7.09,0,77,22.08,990,-1798,0,0,207
309918,7.09,0,78,1.8,80.55,-1792,0,0,208
309994,7.09,0,76,22.08,990,-1757,0,0,207
310072,7.09,0,78,22.08,990,-1781,0,0,207
310151,7.09,0,79,22.08,990,-1786,0,0,207
310228,7.09,0,77,22.08,990,-1792,0,0,208
310306,7.48,0,78,22.08,990,-1792,0,0,209
310384,7.48,0,78,22.08,990,-1798,0,0,209
310462,7.48,0,78,22.08,990,-1798,0,0,210
310541,7.48,0,78,22.08,990,-1792,0,0,210
310619,7.48,0,79,22.08,990,-1786,0,0,209
310696,7.48,0,77,22.08,990,-1786,0,0,208
310774,7.48,0,78,22.08,990,-1781,0,0,212
310852,7.48,0,78,22.08,990,-1786,0,0,207
310930,7.48,0,78,22.08,990,-1792,0,0,207
311009,7.48,0,79,22.08,990,-1792,0,0,208
311087,7.48,0,78,1.8,80.55,-1798,0,0,209
311162,7.48,0,75,22.08,990,-1798,0,0,210
311240,7.48,0,78,22.08,990,-1792,0,0,209
311318,7.48,0,78,22.08,990,-1757,0,0,208
311396,7.48,0,78,22.08,990,-1781,0,0,207
311475,7.48,0,79,22.08,990,-1781,0,0,207
311553,7.48,0,78,22.08,990,-1786,0,0,207
311630,7.48,0,77,22.08,990,-1786,0,0,207
311708,7.48,0,78,22.08,990,-1792,0,0,208
311786,7.48,0,78,22.08,990,-1798,0,0,209
311864,7.48,0,78,22.08,990,-1798,0,0,209
311943,7.87,0,79,22.08,990,-1798,0,0,210
312020,7.87,0,77,22.08,990,-1792,0,0,209
312098,7.87,0,78,22.08,990,-1786,0,0,209
312176,7.87,0,78,1.8,80.55,-1792,0,0,207
312252,7.87,0,76,22.08,990,-1786,0,0,207
312330,7.87,0,78,22.08,990,-1781,0,0,207
312409,7.87,0,79,22.08,990,-1792,0,0,208
312486,7.87,0,77,22.08,990,-1798,0,0,209
312564,7.87,0,78,22.08,990,-1798,0,0,210
312642,7.87,0,78,22.08,990,-1769,0,0,209
312720,7.87,0,78,22.08,990,-1786,0,0,209
312798,7.87,0,78,22.08,990,-1786,0,0,208
312877,7.87,0,79,22.08,990,-1781,0,0,207
312954,7.87,0,77,22.08,990,-1781,0,0,207
313032,7.87,0,78,22.08,990,-1786,0,0,207
313110,7.87,0,78,22.08,990,-1792,0,0,207
313188,7.87,0,78,22.08,990,-1816,0,0,209
313266,7.87,0,78,1.8,80.55,-1798,0,0,210
313342,7.87,0,76,22.08,990,-1792,0,0,210
313420,7.87,0,78,22.08,990,-1786,0,0,212
313498,7.87,0,78,22.08,990,-1786,0,0,208
313576,8.27,0,78,22.08,990,-1781,0,0,207
313654,8.27,0,78,22.08,990,-1757,0,0,207
313732,8.27,0,78,22.08,990,-1792,0,0,207
313810,8.27,0,78,22.08,990,-1792,0,0,208
313888,8.27,0,78,22.08,990,-1798,0,0,209
313966,8.27,0,78,22.08,990,-1781,0,0,209
314044,8.27,0,78,22.08,990,-1804,0,0,210
314122,8.27,0,78,22.08,990,-1798,0,0,206
314200,8.27,0,78,22.08,990,-1810,0,0,208
314278,8.27,0,78,1.8,80.55,-1792,0,0,207
314354,8.27,0,76,22.08,990,-1786,0,0,207
314432,8.27,0,78,22.08,990,-1792,0,0,211
314510,8.27,0,78,22.08,990,-1804,0,0,208
314588,8.27,0,78,22.08,990,-1804,0,0,209
314665,8.27,0,77,22.08,990,-1804,0,0,209
314744,8.27,0,79,22.08,990,-1804,0,0,209
314822,8.27,0,78,22.08,990,-1798,0,0,209
314900,8.27,0,78,22.08,990,-1792,0,0,207
314978,8.27,0,78,22.08,990,-1763,0,0,207
315056,8.27,0,78,22.08,990,-1786,0,0,207
315134,8.27,0,78,22.08,990,-1786,0,0,203
315212,8.66,1,78,22.08,990,-1810,0,0,207
315290,8.66,0,78,1.8,80.55,-1769,0,0,209
315366,8.66,0,76,22.08,990,-1798,0,0,209
315444,8.66,0,78,22.08,990,-1798,0,0,214
315522,8.66,0,78,22.08,990,-1798,0,0,209
315600,8.66,0,78,22.08,990,-1792,0,0,208
315678,8.66,0,78,22.08,990,-1786,0,0,207
315756,8.66,0,78,22.08,990,-1786,0,0,211
315834,8.66,0,78,22.08,990,-1792,0,0,207
315912,8.66,0,78,22.08,990,-1798,0,0,207
315990,8.66,0,77,22.08,990,-1769,0,0,208
316068,8.66,0,79,22.08,990,-1798,0,0,206
316146,8.66,1,78,22.08,990,-1822,0,0,210
316224,8.66,0,78,1.8,80.55,-1798,0,0,209
316300,8.66,0,76,22.08,990,-1769,0,0,208
316378,8.66,0,78,22.08,990,-1786,0,0,207
316455,8.66,0,77,22.08,990,-1786,0,0,207
316534,8.66,0,79,22.08,990,-1792,0,0,207
316612,8.66,0,78,22.08,990,-1792,0,0,208
316690,8.66,0,78,22.08,990,-1798,0,0,209
316768,8.66,0,78,22.08,990,-1804,0,0,214
316846,9.06,0,78,22.08,990,-1804,0,0,210
316923,9.06,0,77,22.08,990,-1798,0,0,209
317002,9.06,0,79,22.08,990,-1792,0,0,207
317080,9.06,0,78,1.8,80.55,-1792,0,0,207
317156,9.06,0,76,22.08,990,-1786,0,0,207
317234,9.06,0,78,22.08,990,-1792,0,0,207
317312,9.06,0,77,22.08,990,-1763,0,0,208
317389,9.06,0,78,22.08,990,-1792,0,0,209
317468,9.06,0,79,22.08,990,-1798,0,0,209
317546,9.06,0,78,22.08,990,-1798,0,0,210
317624,9.06,0,78,22.08,990,-1792,0,0,209
317702,9.06,0,78,22.08,990,-1786,0,0,208
317779,9.06,0,77,22.08,990,-1786,0,0,207
317857,9.06,0,78,22.08,990,-1781,0,0,204
317936,9.06,1,79,22.08,990,-1798,0,0,207
318014,9.06,0,78,1.8,80.55,-1792,0,0,208
318090,9.06,0,76,22.08,990,-1798,0,0,214
318168,9.06,0,78,22.08,990,-1804,0,0,210
318245,9.06,0,77,22.08,990,-1798,0,0,210
318323,9.06,0,78,22.08,990,-1786,0,0,208
318402,9.06,0,79,22.08,990,-1786,0,0,208
318480,9.45,0,78,22.08,990,-1786,0,0,207
318558,9.45,0,78,22.08,990,-1781,0,0,207
318636,9.45,0,78,22.08,990,-1757,0,0,206
318713,9.45,0,77,22.08,990,-1786,0,0,207
318791,9.45,0,78,22.08,990,-1810,0,0,209
318870,9.45,0,79,1.77,79.53,-1804,0,0,210
318946,9.45,0,76,22.08,990,-1798,0,0,210
319024,9.45,0,78,22.08,990,-1792,0,0,209
319101,9.45,0,77,22.08,990,-1786,0,0,212
319179,9.45,0,78,22.08,990,-1786,0,0,207
319257,9.45,0,78,22.08,990,-1781,0,0,207
319336,9.45,0,79,22.08,990,-1792,0,0,207
319414,9.45,0,78,22.08,990,-1792,0,0,213
319492,9.45,0,78,22.08,990,-1798,0,0,209
319569,9.45,0,77,22.08,990,-1798,0,0,206
319647,9.45,1,78,22.08,990,-1792,0,0,209
319726,9.45,0,78,1.8,80.55,-1798,0,0,209
319802,9.45,0,77,22.08,990,-1792,0,0,207
319880,9.45,0,78,22.08,990,-1781,0,0,207
319958,9.45,0,77,22.08,990,-1786,0,0,207
320035,9.45,0,78,22.08,990,-1792,0,0,207
320113,9.84,0,78,22.08,990,-1792,0,0,208
320192,9.84,0,78,22.08,990,-1798,0,0,209
320270,9.84,0,79,22.08,990,-1798,0,0,209
320348,9.84,0,78,22.08,990,-1798,0,0,209
320425,9.84,0,77,22.08,990,-1792,0,0,214
320503,9.84,0,78,1.8,80.55,-1798,0,0,208
320579,9.84,0,76,22.08,990,-1786,0,0,207
320658,9.84,0,78,22.08,990,-1757,0,0,207
320736,9.84,0,79,22.08,990,-1786,0,0,207
320814,9.84,0,78,22.08,990,-1792,0,0,208
320891,9.84,0,77,22.08,990,-1798,0,0,209
320969,9.84,0,78,22.08,990,-1775,0,0,209
321047,9.84,0,78,22.08,990,-1798,0,0,209
321126,9.84,0,79,22.08,990,-1792,0,0,209
321204,9.84,0,78,22.08,990,-1786,0,0,205
321282,9.84,1,78,22.08,990,-1804,0,0,207
321359,9.84,0,77,1.82,81.6,-1781,0,0,207
321435,9.84,0,76,22.08,990,-1792,0,0,212
321513,9.84,0,78,22.08,990,-1798,0,0,209
321592,9.84,0,79,22.08,990,-1798,0,0,209
321670,9.84,0,78,22.08,990,-1804,0,0,209
321747,10.24,0,77,22.08,990,-1798,0,0,209
321826,10.24,0,79,22.08,990,-1798,0,0,209
321905,10.24,0,79,22.08,990,-1792,0,0,214
321984,10.24,0,79,22.08,990,-1798,0,0,206
322064,10.24,1,80,22.08,990,-1810,0,0,208
322143,10.24,0,79,1.77,79.53,-1792,0,0,207
322220,10.24,0,77,22.08,990,-1786,0,0,207
322298,10.24,0,78,22.08,990,-1786,0,0,207
322377,10.24,0,79,22.08,990,-1792,0,0,207
322457,10.24,0,80,22.08,990,-1769,0,0,207
322536,10.24,0,79,22.08,990,-1792,0,0,207
