T,PH,R,DT,LV,AV,CU,FA,FB,PS
3,0,0,3,0,0,-1358,0,0,267
70,0,0,66,0,0,-1429,0,0,263
141,0,0,71,0,0,-1470,0,0,255
212,0,0,71,0,0,-1505,0,0,253
284,0,0,72,0,0,-1540,0,0,246
356,0,0,72,0,0,-1558,0,0,243
428,0,0,72,0,0,-1593,0,0,240
499,0,0,71,0,0,-1605,0,0,235
572,0,0,73,0,0,-1628,0,0,234
644,0,0,72,0,0,-1646,0,0,229
715,0,0,71,0,0,-1657,0,0,228
787,0,0,72,0,0,-1687,0,0,226
859,0,0,72,0,0,-1681,0,0,223
930,0,0,71,0,0,-1704,0,0,224
1002,0,0,72,0,0,-1710,0,0,220
1075,0,0,73,0,0,-1710,0,0,220
1147,0,0,72,0,0,-1734,0,0,220
1220,0,0,73,0,0,-1728,0,0,216
1293,0,0,73,0,0,-1734,0,0,217
1366,0,0,72,0,0,-1751,0,0,216
1439,0.39,0,74,0,0,-1745,0,0,213
1512,0.39,0,73,22.08,990,-1757,0,0,215
1588,0.39,0,76,22.08,990,-1769,0,0,215
1664,0.39,0,75,22.08,990,-1763,0,0,214
1739,0.39,0,76,22.08,990,-1763,0,0,212
1815,0.39,0,76,22.08,990,-1757,0,0,211
1891,0.39,0,76,22.08,990,-1769,0,0,213
1967,0.39,0,76,22.08,990,-1781,0,0,213
2043,0.39,0,76,22.08,990,-1775,0,0,212
2119,0.39,0,76,22.08,990,-1769,0,0,211
2195,0.39,0,76,22.08,990,-1769,0,0,209
2271,0.39,0,76,22.08,990,-1781,0,0,211
2347,0.39,0,75,22.08,990,-1786,0,0,212
2422,0.39,0,76,22.08,990,-1781,0,0,210
2498,0.39,0,76,22.08,990,-1775,0,0,209
2575,0.39,0,77,22.08,990,-1775,0,0,209
2651,0.39,0,76,22.08,990,-1786,0,0,211
2726,0.39,0,75,22.08,990,-1792,0,0,211
2802,0.39,0,76,22.08,990,-1786,0,0,209
2878,0.39,0,76,22.08,990,-1781,0,0,209
2954,0.39,0,76,22.08,990,-1781,0,0,209
3030,0.79,0,75,22.08,990,-1786,0,0,211
3106,0.79,0,77,22.08,990,-1792,0,0,211
3182,0.79,0,76,22.08,990,-1786,0,0,209
3258,0.79,0,76,22.08,990,-1781,0,0,208
3334,0.79,0,76,22.08,990,-1781,0,0,209
3409,0.79,0,75,22.08,990,-1792,0,0,210
3485,0.79,0,76,22.08,990,-1798,0,0,210
3561,0.79,0,76,22.08,990,-1786,0,0,209
3638,0.79,0,77,22.08,990,-1781,0,0,207
3714,0.79,0,76,22.08,990,-1786,0,0,209
3789,0.79,0,75,22.08,990,-1792,0,0,210
3865,0.79,0,76,22.08,990,-1798,0,0,210
3941,0.79,0,76,22.08,990,-1786,0,0,208
4017,0.79,0,76,22.08,990,-1781,0,0,207
4092,0.79,0,75,22.08,990,-1786,0,0,209
4169,0.79,0,77,22.08,990,-1792,0,0,210
4245,0.79,0,76,22.08,990,-1798,0,0,210
4321,0.79,0,76,22.08,990,-1786,0,0,208
4397,0.79,0,76,22.08,990,-1781,0,0,207
4472,0.79,0,75,22.08,990,-1786,0,0,209
4548,0.79,0,76,22.08,990,-1792,0,0,210
4624,1.18,0,76,22.08,990,-1798,0,0,210
4701,1.18,0,77,22.08,990,-1786,0,0,208
4776,1.18,0,75,22.08,990,-1781,0,0,207
4852,1.18,0,76,22.08,990,-1786,0,0,209
4928,1.18,0,76,22.08,990,-1792,0,0,210
5004,1.18,0,76,22.08,990,-1792,0,0,210
5080,1.18,0,76,22.08,990,-1786,0,0,208
5155,1.18,0,75,22.08,990,-1781,0,0,207
5232,1.18,0,77,22.08,990,-1786,0,0,209
5308,1.18,0,76,22.08,990,-1792,0,0,210
5384,1.18,0,76,22.08,990,-1763,0,0,209
5459,1.18,0,75,22.08,990,-1781,0,0,208
5535,1.18,0,76,22.08,990,-1781,0,0,207
5611,1.18,0,76,22.08,990,-1786,0,0,209
5687,1.18,0,76,22.08,990,-1798,0,0,210
5764,1.18,0,77,22.08,990,-1792,0,0,209
5839,1.18,0,75,22.08,990,-1786,0,0,208
5915,1.18,0,76,22.08,990,-1781,0,0,207
5991,1.18,0,76,22.08,990,-1792,0,0,209
6067,1.18,0,76,22.08,990,-1798,0,0,210
6142,1.18,0,75,22.08,990,-1792,0,0,209
6218,1.57,0,76,22.08,990,-1786,0,0,212
6295,1.57,0,76,22.08,990,-1786,0,0,207
6371,1.57,0,77,22.08,990,-1792,0,0,209
6447,1.57,0,76,22.08,990,-1798,0,0,209
6522,1.57,0,75,22.08,990,-1798,0,0,209
6598,1.57,0,76,22.08,990,-1786,0,0,207
6674,1.57,0,76,22.08,990,-1781,0,0,207
6750,1.57,0,76,22.08,990,-1792,0,0,209
6825,1.57,0,75,22.08,990,-1798,0,0,210
6902,1.57,0,77,22.08,990,-1792,0,0,209
6978,1.57,0,76,22.08,990,-1786,0,0,207
7054,1.57,0,76,22.08,990,-1781,0,0,207
7130,1.57,0,76,22.08,990,-1792,0,0,209
7205,1.57,0,75,22.08,990,-1798,0,0,210
7281,1.57,0,76,22.08,990,-1792,0,0,208
7357,1.57,0,76,22.08,990,-1786,0,0,207
7434,1.57,0,77,22.08,990,-1786,0,0,207
7510,1.57,0,75,22.08,990,-1792,0,0,209
7585,1.57,0,76,22.08,990,-1798,0,0,210
7661,1.57,0,76,22.08,990,-1792,0,0,209
7737,1.57,0,76,22.08,990,-1786,0,0,207
7813,1.97,0,76,22.08,990,-1786,0,0,207
7888,1.97,0,75,22.08,990,-1792,0,0,209
7965,1.97,0,77,22.08,990,-1798,0,0,210
8041,1.97,0,76,22.08,990,-1792,0,0,208
8117,1.97,0,76,22.08,990,-1781,0,0,207
8193,1.97,0,76,22.08,990,-1786,0,0,207
8268,1.97,0,75,22.08,990,-1792,0,0,209
8344,1.97,0,76,22.08,990,-1798,0,0,210
8420,1.97,0,76,22.08,990,-1786,0,0,208
8497,1.97,0,77,22.08,990,-1781,0,0,207
8572,1.97,0,75,22.08,990,-1786,0,0,207
8648,1.97,0,76,22.08,990,-1792,0,0,209
8724,1.97,0,76,22.08,990,-1798,0,0,210
8800,1.97,0,76,22.08,990,-1792,0,0,208
8876,1.97,0,76,22.08,990,-1781,0,0,207
8951,1.97,0,75,22.08,990,-1786,0,0,208
9028,1.97,0,77,22.08,990,-1792,0,0,209
9104,1.97,0,76,22.08,990,-1798,0,0,210
9180,1.97,0,76,22.08,990,-1792,0,0,208
9255,1.97,0,75,22.08,990,-1751,0,0,207
9331,1.97,0,76,22.08,990,-1786,0,0,208
9407,2.36,0,76,22.08,990,-1792,0,0,209
9483,2.36,0,76,22.08,990,-1798,0,0,210
9560,2.36,0,77,22.08,990,-1792,0,0,208
9635,2.36,0,75,22.08,990,-1786,0,0,207
9711,2.36,0,76,22.08,990,-1792,0,0,209
9787,2.36,0,76,22.08,990,-1798,0,0,209
9863,2.36,0,76,22.08,990,-1798,0,0,210
9938,2.36,0,75,22.08,990,-1792,0,0,208
10014,2.36,0,76,22.08,990,-1786,0,0,207
10092,2.36,0,78,22.08,990,-1792,0,0,207
10169,2.36,0,77,22.08,990,-1792,0,0,209
10246,2.36,0,77,22.08,990,-1798,0,0,210
10322,2.36,0,76,22.08,990,-1798,0,0,210
10399,2.36,0,77,22.08,990,-1792,0,0,209
10476,2.36,0,77,22.08,990,-1786,0,0,207
10553,2.36,0,77,22.08,990,-1786,0,0,207
10631,2.36,0,78,22.08,990,-1792,0,0,208
10707,2.36,0,76,22.08,990,-1798,0,0,209
10784,2.36,0,77,22.08,990,-1804,0,0,210
10861,2.36,0,77,22.08,990,-1798,0,0,210
10938,2.36,0,77,22.08,990,-1792,0,0,213
11015,2.76,0,77,22.08,990,-1786,0,0,207
11092,2.76,0,77,22.08,990,-1786,0,0,207
11169,2.76,0,77,22.08,990,-1792,0,0,209
11246,2.76,0,77,22.08,990,-1798,0,0,209
11323,2.76,0,77,22.08,990,-1804,0,0,210
11400,2.76,0,77,22.08,990,-1792,0,0,209
11476,2.76,0,76,22.08,990,-1786,0,0,208
11554,2.76,0,78,22.08,990,-1781,0,0,207
11631,2.76,0,77,22.08,990,-1786,0,0,207
11708,2.76,0,77,22.08,990,-1792,0,0,209
11785,2.76,0,77,22.08,990,-1798,0,0,210
11862,2.76,0,76,22.08,990,-1798,0,0,210
11938,2.76,0,77,22.08,990,-1792,0,0,209
12015,2.76,0,77,22.08,990,-1786,0,0,207
12093,2.76,0,78,22.08,990,-1781,0,0,207
12170,2.76,0,77,22.08,990,-1792,0,0,208
12247,2.76,0,77,22.08,990,-1798,0,0,209
12323,2.76,0,76,22.08,990,-1798,0,0,210
12400,2.76,0,77,22.08,990,-1792,0,0,210
12477,2.76,0,77,22.08,990,-1792,0,0,209
12555,2.76,0,78,22.08,990,-1781,0,0,207
12632,3.15,0,77,22.08,990,-1786,0,0,207
12708,3.15,0,76,22.08,990,-1786,0,0,208
12785,3.15,0,77,22.08,990,-1792,0,0,210
12862,3.15,0,77,22.08,990,-1769,0,0,210
12939,3.15,0,77,22.08,990,-1786,0,0,209
13016,3.15,0,77,22.08,990,-1781,0,0,208
13093,3.15,0,77,22.08,990,-1781,0,0,207
13170,3.15,0,77,22.08,990,-1786,0,0,207
13247,3.15,0,77,22.08,990,-1792,0,0,209
13324,3.15,0,77,22.08,990,-1798,0,0,209
13401,3.15,0,77,22.08,990,-1798,0,0,210
13477,3.15,0,76,22.08,990,-1786,0,0,208
13555,3.15,0,78,22.08,990,-1786,0,0,207
13632,3.15,0,77,22.08,990,-1781,0,0,207
13709,3.15,0,77,22.08,990,-1786,0,0,208
13786,3.15,0,77,22.08,990,-1792,0,0,209
13862,3.15,0,76,22.08,990,-1798,0,0,210
13939,3.15,0,77,22.08,990,-1792,0,0,209
14017,3.15,0,78,22.08,990,-1786,0,0,209
14094,3.15,0,77,22.08,990,-1786,0,0,207
14171,3.15,0,77,22.08,990,-1786,0,0,207
14247,3.54,0,76,22.08,990,-1792,0,0,208
14324,3.54,0,77,22.08,990,-1798,0,0,209
14401,3.54,0,77,22.08,990,-1798,0,0,210
14478,3.54,0,77,22.08,990,-1792,0,0,209
14556,3.54,0,78,22.08,990,-1786,0,0,207
14632,3.54,0,76,22.08,990,-1781,0,0,207
14709,3.54,0,77,22.08,990,-1786,0,0,207
14786,3.54,0,77,22.08,990,-1792,0,0,209
14863,3.54,0,77,22.08,990,-1798,0,0,214
14940,3.54,0,77,22.08,990,-1798,0,0,210
15017,3.54,0,77,22.08,990,-1792,0,0,209
15094,3.54,0,77,22.08,990,-1786,0,0,207
15171,3.54,0,77,22.08,990,-1781,0,0,207
15248,3.54,0,77,22.08,990,-1792,0,0,208
15325,3.54,0,77,22.08,990,-1792,0,0,209
15401,3.54,0,76,22.08,990,-1798,0,0,210
15478,3.54,0,77,22.08,990,-1792,0,0,209
15556,3.54,0,78,22.08,990,-1786,0,0,208
15633,3.54,0,77,22.08,990,-1781,0,0,207
15710,3.54,0,77,22.08,990,-1786,0,0,209
15787,3.54,0,76,22.08,990,-1792,0,0,205
15863,3.94,0,77,22.08,990,-1816,0,0,206
15940,3.94,0,77,22.08,990,-1810,0,0,210
16018,3.94,0,78,1.8,80.55,-1786,0,0,208
16093,3.94,0,75,22.08,990,-1781,0,0,207
16169,3.94,0,76,22.08,990,-1786,0,0,207
16246,3.94,0,77,22.08,990,-1792,0,0,208
16323,3.94,0,77,22.08,990,-1798,0,0,209
16400,3.94,0,77,22.08,990,-1798,0,0,210
16477,3.94,0,77,22.08,990,-1786,0,0,209
16555,3.94,0,77,22.08,990,-1786,0,0,207
16631,3.94,0,77,22.08,990,-1781,0,0,207
16708,3.94,0,77,22.08,990,-1792,0,0,207
16785,3.94,0,77,22.08,990,-1775,0,0,209
16862,3.94,0,77,22.08,990,-1798,0,0,210
16939,3.94,0,76,22.08,990,-1792,0,0,210
17016,3.94,0,78,22.08,990,-1786,0,0,209
17093,3.94,0,77,22.08,990,-1781,0,0,209
17170,3.94,0,77,22.08,990,-1786,0,0,207
17247,3.94,0,77,22.08,990,-1792,0,0,208
17324,3.94,0,77,22.08,990,-1798,0,0,209
17400,3.94,0,76,22.08,990,-1798,0,0,210
17478,4.33,0,78,22.08,990,-1792,0,0,209
17555,4.33,0,77,22.08,990,-1792,0,0,207
17632,4.33,0,77,22.08,990,-1786,0,0,207
17709,4.33,0,77,22.08,990,-1792,0,0,207
17785,4.33,0,76,22.08,990,-1798,0,0,208
17862,4.33,0,77,22.08,990,-1804,0,0,209
17939,4.33,0,77,22.08,990,-1798,0,0,215
18017,4.33,0,78,22.08,990,-1798,0,0,209
18094,4.33,0,77,22.08,990,-1792,0,0,207
18170,4.33,0,76,22.08,990,-1786,0,0,207
18247,4.33,0,77,22.08,990,-1792,0,0,207
18324,4.33,0,77,22.08,990,-1798,0,0,209
18401,4.33,0,77,22.08,990,-1804,0,0,210
18479,4.33,0,78,22.08,990,-1798,0,0,209
18555,4.33,0,76,22.08,990,-1792,0,0,208
18632,4.33,0,77,22.08,990,-1786,0,0,207
18709,4.33,0,77,22.08,990,-1786,0,0,207
18786,4.33,0,77,22.08,990,-1792,0,0,211
18863,4.33,0,77,22.08,990,-1798,0,0,206
18939,4.33,0,76,22.08,990,-1822,0,0,210
19017,4.33,0,78,1.8,80.55,-1792,0,0,209
19092,4.72,0,75,22.08,990,-1781,0,0,207
19169,4.72,0,77,22.08,990,-1786,0,0,207
19246,4.72,0,77,22.08,990,-1792,0,0,208
19322,4.72,0,76,22.08,990,-1798,0,0,209
19399,4.72,0,77,22.08,990,-1798,0,0,211
19477,4.72,0,78,22.08,990,-1792,0,0,209
19554,4.72,0,77,22.08,990,-1786,0,0,208
19631,4.72,0,77,22.08,990,-1781,0,0,207
19707,4.72,0,76,22.08,990,-1792,0,0,207
19784,4.72,0,77,22.08,990,-1792,0,0,209
19861,4.72,0,77,22.08,990,-1781,0,0,210
19938,4.72,0,77,22.08,990,-1798,0,0,210
20016,4.72,0,78,22.08,990,-1792,0,0,209
20092,4.72,0,76,22.08,990,-1786,0,0,207
20169,4.72,0,77,22.08,990,-1786,0,0,211
20246,4.72,0,77,22.08,990,-1798,0,0,208
20323,4.72,0,77,22.08,990,-1798,0,0,209
20400,4.72,0,77,22.08,990,-1804,0,0,210
20477,4.72,0,77,22.08,990,-1798,0,0,209
20554,4.72,0,77,22.08,990,-1792,0,0,207
20631,4.72,0,77,22.08,990,-1786,0,0,207
20708,5.12,0,77,22.08,990,-1792,0,0,206
20785,5.12,0,77,22.08,990,-1792,0,0,208
20861,5.12,0,76,22.08,990,-1798,0,0,209
20939,5.12,0,78,22.08,990,-1798,0,0,210
21016,5.12,0,77,22.08,990,-1792,0,0,213
21093,5.12,0,77,22.08,990,-1792,0,0,207
21170,5.12,0,77,22.08,990,-1798,0,0,204
21246,5.12,1,76,22.08,990,-1810,0,0,208
21323,5.12,0,77,1.82,81.6,-1798,0,0,209
21398,5.12,0,75,22.08,990,-1798,0,0,210
21476,5.12,0,78,22.08,990,-1792,0,0,209
21553,5.12,0,77,22.08,990,-1786,0,0,207
21629,5.12,0,76,22.08,990,-1781,0,0,207
21706,5.12,0,77,22.08,990,-1792,0,0,208
21783,5.12,0,77,22.08,990,-1792,0,0,209
21860,5.12,0,77,22.08,990,-1798,0,0,210
21938,5.12,0,78,22.08,990,-1798,0,0,209
22014,5.12,0,76,22.08,990,-1786,0,0,208
22091,5.12,0,77,22.08,990,-1751,0,0,207
22168,5.12,0,77,22.08,990,-1781,0,0,207
22245,5.12,0,77,22.08,990,-1786,0,0,208
22322,5.51,0,77,22.08,990,-1792,0,0,209
22398,5.51,0,76,22.08,990,-1798,0,0,210
22476,5.51,0,78,22.08,990,-1792,0,0,209
22553,5.51,0,77,22.08,990,-1786,0,0,208
22630,5.51,0,77,22.08,990,-1781,0,0,207
22707,5.51,0,77,22.08,990,-1786,0,0,207
22784,5.51,0,76,22.08,990,-1792,0,0,208
22860,5.51,0,77,22.08,990,-1798,0,0,210
22938,5.51,0,78,22.08,990,-1769,0,0,209
23015,5.51,0,77,22.08,990,-1786,0,0,205
23092,5.51,0,77,22.08,990,-1798,0,0,207
23169,5.51,0,77,1.82,81.6,-1781,0,0,207
23243,5.51,0,74,22.08,990,-1792,0,0,213
23320,5.51,0,77,22.08,990,-1804,0,0,210
23397,5.51,0,77,22.08,990,-1798,0,0,210
23475,5.51,0,78,22.08,990,-1792,0,0,208
23552,5.51,0,76,22.08,990,-1786,0,0,207
23628,5.51,0,77,22.08,990,-1781,0,0,206
23705,5.51,0,77,22.08,990,-1792,0,0,208
23782,5.51,0,77,22.08,990,-1792,0,0,209
23859,5.51,0,77,22.08,990,-1798,0,0,209
23937,5.91,0,78,22.08,990,-1798,0,0,209
24013,5.91,0,76,22.08,990,-1786,0,0,207
24090,5.91,0,77,22.08,990,-1781,0,0,211
24167,5.91,0,77,22.08,990,-1792,0,0,207
24244,5.91,0,77,22.08,990,-1792,0,0,208
24321,5.91,0,77,22.08,990,-1769,0,0,209
24397,5.91,0,76,22.08,990,-1798,0,0,209
24475,5.91,0,78,22.08,990,-1792,0,0,209
24552,5.91,0,77,22.08,990,-1786,0,0,207
24629,5.91,0,77,22.08,990,-1781,0,0,207
24706,5.91,0,77,22.08,990,-1792,0,0,204
24782,5.91,0,76,22.08,990,-1810,0,0,209
24859,5.91,0,77,1.82,81.6,-1798,0,0,210
24935,5.91,0,76,22.08,990,-1792,0,0,209
25012,5.91,0,77,22.08,990,-1786,0,0,207
25089,5.91,0,77,22.08,990,-1781,0,0,207
25165,5.91,0,76,22.08,990,-1763,0,0,207
25242,5.91,0,77,22.08,990,-1792,0,0,209
25319,5.91,0,77,22.08,990,-1798,0,0,210
25396,5.91,0,77,22.08,990,-1798,0,0,210
25474,5.91,0,78,22.08,990,-1786,0,0,213
25550,6.3,0,76,22.08,990,-1786,0,0,207
25627,6.3,0,77,22.08,990,-1786,0,0,207
25704,6.3,0,77,22.08,990,-1792,0,0,208
25781,6.3,0,77,22.08,990,-1798,0,0,209
25858,6.3,0,77,22.08,990,-1804,0,0,210
25935,6.3,0,77,22.08,990,-1798,0,0,209
26012,6.3,0,77,22.08,990,-1786,0,0,207
26089,6.3,0,77,22.08,990,-1786,0,0,206
26166,6.3,0,77,22.08,990,-1792,0,0,207
26243,6.3,0,77,22.08,990,-1798,0,0,205
26319,6.3,0,76,1.84,82.67,-1798,0,0,214
26394,6.3,0,75,22.08,990,-1798,0,0,209
26472,6.3,0,78,22.08,990,-1786,0,0,207
26549,6.3,0,77,22.08,990,-1757,0,0,206
26626,6.3,0,77,22.08,990,-1786,0,0,207
26702,6.3,0,76,22.08,990,-1798,0,0,209
26779,6.3,0,77,22.08,990,-1804,0,0,209
26856,6.3,0,77,22.08,990,-1798,0,0,209
26934,6.3,0,78,22.08,990,-1792,0,0,208
27011,6.3,0,77,22.08,990,-1786,0,0,207
27087,6.3,0,76,22.08,990,-1786,0,0,206
27164,6.69,0,77,22.08,990,-1792,0,0,208
27241,6.69,0,77,22.08,990,-1798,0,0,209
27318,6.69,0,77,22.08,990,-1804,0,0,209
27396,6.69,0,78,22.08,990,-1769,0,0,208
27472,6.69,0,76,22.08,990,-1786,0,0,207
27549,6.69,0,77,22.08,990,-1786,0,0,206
27626,6.69,0,77,22.08,990,-1792,0,0,204
27703,6.69,1,77,22.08,990,-1816,0,0,209
27780,6.69,0,77,1.82,81.6,-1798,0,0,210
27854,6.69,0,74,22.08,990,-1792,0,0,209
27932,6.69,0,78,22.08,990,-1786,0,0,207
28009,6.69,0,77,22.08,990,-1786,0,0,207
28086,6.69,0,77,22.08,990,-1792,0,0,207
28163,6.69,0,77,22.08,990,-1798,0,0,209
28239,6.69,0,76,22.08,990,-1804,0,0,209
28316,6.69,0,77,22.08,990,-1798,0,0,209
28394,6.69,0,78,22.08,990,-1792,0,0,208
28471,6.69,0,77,22.08,990,-1786,0,0,207
28548,6.69,0,77,22.08,990,-1786,0,0,211
28624,6.69,0,76,22.08,990,-1798,0,0,208
28701,6.69,0,77,22.08,990,-1804,0,0,209
28778,7.09,0,77,22.08,990,-1804,0,0,209
28855,7.09,0,77,22.08,990,-1792,0,0,209
28933,7.09,0,78,22.08,990,-1786,0,0,205
29009,7.09,1,76,22.08,990,-1798,0,0,207
29086,7.09,0,77,1.82,81.6,-1769,0,0,208
29161,7.09,0,75,22.08,990,-1798,0,0,209
29238,7.09,0,77,22.08,990,-1798,0,0,210
29315,7.09,0,77,22.08,990,-1792,0,0,209
29392,7.09,0,77,22.08,990,-1786,0,0,207
29469,7.09,0,77,22.08,990,-1781,0,0,206
29546,7.09,0,77,22.08,990,-1792,0,0,207
29623,7.09,0,77,22.08,990,-1769,0,0,208
29700,7.09,0,77,22.08,990,-1798,0,0,209
29776,7.09,0,76,22.08,990,-1792,0,0,209
29853,7.09,0,77,22.08,990,-1792,0,0,208
29931,7.09,0,78,22.08,990,-1786,0,0,209
30008,7.09,0,77,22.08,990,-1786,0,0,207
30085,7.09,0,77,22.08,990,-1792,0,0,209
30161,7.09,0,76,22.08,990,-1798,0,0,206
30238,7.09,1,77,22.08,990,-1816,0,0,210
30315,7.09,0,77,1.82,81.6,-1792,0,0,208
30391,7.48,0,76,22.08,990,-1786,0,0,207
30468,7.48,0,77,22.08,990,-1763,0,0,206
30544,7.48,0,76,22.08,990,-1792,0,0,208
30621,7.48,0,77,22.08,990,-1798,0,0,209
30698,7.48,0,77,22.08,990,-1798,0,0,209
30775,7.48,0,77,22.08,990,-1792,0,0,213
30852,7.48,0,77,22.08,990,-1792,0,0,207
30929,7.48,0,77,22.08,990,-1786,0,0,207
31006,7.48,0,77,22.08,990,-1786,0,0,206
31083,7.48,0,77,22.08,990,-1792,0,0,208
31160,7.48,0,77,22.08,990,-1798,0,0,209
31237,7.48,0,77,22.08,990,-1798,0,0,209
31313,7.48,0,76,22.08,990,-1792,0,0,205
31391,7.48,1,78,22.08,990,-1804,0,0,207
31468,7.48,0,77,1.82,81.6,-1786,0,0,207
31543,7.48,0,75,22.08,990,-1798,0,0,208
31620,7.48,0,77,22.08,990,-1798,0,0,212
31696,7.48,0,76,22.08,990,-1798,0,0,209
31773,7.48,0,77,22.08,990,-1792,0,0,207
31850,7.48,0,77,22.08,990,-1757,0,0,207
31928,7.48,0,78,22.08,990,-1786,0,0,206
32005,7.87,0,77,22.08,990,-1792,0,0,208
32081,7.87,0,76,22.08,990,-1798,0,0,209
32158,7.87,0,77,22.08,990,-1798,0,0,211
32235,7.87,0,77,22.08,990,-1798,0,0,209
32312,7.87,0,77,22.08,990,-1786,0,0,207
32390,7.87,0,78,22.08,990,-1781,0,0,204
32466,7.87,0,76,22.08,990,-1804,0,0,207
32543,7.87,0,77,1.82,81.6,-1792,0,0,209
32618,7.87,0,75,22.08,990,-1798,0,0,209
32695,7.87,0,77,22.08,990,-1769,0,0,208
32772,7.87,0,77,22.08,990,-1786,0,0,207
32848,7.87,0,76,22.08,990,-1781,0,0,206
32926,7.87,0,78,22.08,990,-1792,0,0,208
33003,7.87,0,77,22.08,990,-1792,0,0,214
33080,7.87,0,77,22.08,990,-1804,0,0,210
33157,7.87,0,77,22.08,990,-1798,0,0,209
33233,7.87,0,76,22.08,990,-1781,0,0,207
33310,7.87,0,77,22.08,990,-1781,0,0,207
33388,7.87,0,78,22.08,990,-1786,0,0,206
33465,7.87,0,77,22.08,990,-1792,0,0,205
33542,7.87,1,77,22.08,990,-1816,0,0,209
33618,8.27,0,76,1.84,82.67,-1798,0,0,209
33693,8.27,0,75,22.08,990,-1792,0,0,207
33770,8.27,0,77,22.08,990,-1786,0,0,207
33847,8.27,0,77,22.08,990,-1792,0,0,210
33925,8.27,0,78,22.08,990,-1798,0,0,208
34001,8.27,0,76,22.08,990,-1804,0,0,209
34078,8.27,0,77,22.08,990,-1775,0,0,209
34155,8.27,0,77,22.08,990,-1792,0,0,207
34232,8.27,0,77,22.08,990,-1786,0,0,207
34309,8.27,0,77,22.08,990,-1786,0,0,206
34386,8.27,0,77,22.08,990,-1792,0,0,210
34463,8.27,0,77,22.08,990,-1804,0,0,207
34540,8.27,0,77,22.08,990,-1822,0,0,210
34617,8.27,0,77,1.82,81.6,-1798,0,0,208
34692,8.27,0,75,22.08,990,-1786,0,0,207
34768,8.27,0,76,22.08,990,-1786,0,0,206
34845,8.27,0,77,22.08,990,-1792,0,0,208
34923,8.27,0,78,22.08,990,-1781,0,0,209
35000,8.27,0,77,22.08,990,-1804,0,0,210
35077,8.27,0,77,22.08,990,-1798,0,0,209
35153,8.27,0,76,22.08,990,-1792,0,0,207
35230,8.66,0,77,22.08,990,-1786,0,0,211
35307,8.66,0,77,22.08,990,-1798,0,0,207
35385,8.66,0,78,22.08,990,-1798,0,0,209
35462,8.66,0,77,22.08,990,-1775,0,0,206
35538,8.66,1,76,22.08,990,-1816,0,0,209
35615,8.66,0,77,1.82,81.6,-1792,0,0,207
35690,8.66,0,75,22.08,990,-1786,0,0,207
35767,8.66,0,77,22.08,990,-1792,0,0,207
35844,8.66,0,77,22.08,990,-1798,0,0,209
35921,8.66,0,77,22.08,990,-1804,0,0,210
35998,8.66,0,77,22.08,990,-1798,0,0,209
36075,8.66,0,77,22.08,990,-1792,0,0,211
36152,8.66,0,77,22.08,990,-1786,0,0,207
36229,8.66,0,77,22.08,990,-1786,0,0,207
36305,8.66,0,76,22.08,990,-1763,0,0,208
36383,8.66,0,78,22.08,990,-1798,0,0,206
36460,8.66,0,77,22.08,990,-1816,0,0,210
36537,8.66,0,77,1.82,81.6,-1792,0,0,208
36612,8.66,0,75,22.08,990,-1786,0,0,211
36688,8.66,0,76,22.08,990,-1792,0,0,207
36765,8.66,0,77,22.08,990,-1798,0,0,208
36842,9.06,0,77,22.08,990,-1804,0,0,209
36920,9.06,0,78,22.08,990,-1798,0,0,209
36997,9.06,0,77,22.08,990,-1792,0,0,208
37073,9.06,0,76,22.08,990,-1786,0,0,207
37150,9.06,0,77,22.08,990,-1757,0,0,206
37227,9.06,0,77,22.08,990,-1786,0,0,207
37304,9.06,0,77,22.08,990,-1798,0,0,206
37382,9.06,1,78,22.08,990,-1816,0,0,210
37458,9.06,0,76,1.84,82.67,-1798,0,0,213
37533,9.06,0,75,22.08,990,-1792,0,0,207
37610,9.06,0,77,22.08,990,-1786,0,0,207
37687,9.06,0,77,22.08,990,-1763,0,0,207
37764,9.06,0,77,22.08,990,-1792,0,0,209
37840,9.06,0,76,22.08,990,-1798,0,0,210
37918,9.06,0,78,22.08,990,-1792,0,0,209
37995,9.06,0,77,22.08,990,-1786,0,0,207
38072,9.06,0,77,22.08,990,-1781,0,0,207
38149,9.06,0,77,22.08,990,-1786,0,0,207
38225,9.06,0,76,22.08,990,-1792,0,0,208
38302,9.06,0,77,1.82,81.6,-1804,0,0,209
38378,9.06,0,76,22.08,990,-1792,0,0,209
38455,9.45,0,77,22.08,990,-1786,0,0,207
38532,9.45,0,77,22.08,990,-1751,0,0,207
38608,9.45,0,76,22.08,990,-1786,0,0,207
38685,9.45,0,77,22.08,990,-1792,0,0,209
38762,9.45,0,77,22.08,990,-1798,0,0,210
38839,9.45,0,77,22.08,990,-1792,0,0,215
38917,9.45,0,78,22.08,990,-1792,0,0,209
38993,9.45,0,76,22.08,990,-1786,0,0,207
39070,9.45,0,77,22.08,990,-1786,0,0,203
39147,9.45,1,77,22.08,990,-1810,0,0,208
39224,9.45,0,77,1.82,81.6,-1798,0,0,209
39299,9.45,0,75,22.08,990,-1798,0,0,209
39376,9.45,0,77,22.08,990,-1786,0,0,207
39453,9.45,0,77,22.08,990,-1781,0,0,207
39530,9.45,0,77,22.08,990,-1786,0,0,207
39607,9.45,0,77,22.08,990,-1792,0,0,208
