11352 0.13 100.00 1 9868 0.01 0.01 1.16  9900.99 0.01  1.00
11422 0.13 100.00 1 9868 0.01 0.01 1.18  9900.99 0.01  1.00
11493 0.13 100.00 1 9868 0.01 0.01 1.16  9900.99 0.01  1.00
11564 0.13 100.00 1 9868 0.01 0.01 1.18  9900.99 0.01  1.00
11634 0.13 100.00 1 9868 0.01 0.01 1.16  9900.99 0.01  1.00
11705 0.13 100.00 1 9868 0.01 0.01 1.17  9900.99 0.01  1.00
11776 0.13 100.00 1 9868 0.01 0.01 1.16  9900.99 0.01  1.00
11846 0.13 100.00 1 9868 0.01 0.01 1.17  9900.99 0.01  1.00
11917 0.13 100.00 1 9868 0.01 0.01 1.16  9900.99 0.01  1.00
11987 0.13 100.00 1 9868 0.01 0.01 1.17  9900.99 0.01  1.00
12058 0.13 100.00 1 9868 0.01 0.01 1.17  9900.99 0.01  1.00
12129 0.14 100.00 1 9868 0.01 0.01 1.16  9900.99 0.01  1.00
12199 0.14 100.00 1 9868 0.01 0.01 1.16  9900.99 0.01  1.00
12271 0.14 100.00 0 2402 0.06 0.04 1.15  4975.38 0.01  1.00
12341 0.14 100.00 0 2402 0.06 0.04 1.18  4975.38 0.01  1.00
12412 0.14 100.00 0 2402 0.06 0.04 1.15  4975.38 0.01  1.00
12483 0.14 100.00 0 2402 0.06 0.04 1.18  4975.38 0.01  1.00
12554 0.14 100.00 0 2402 0.06 0.04 1.16  4975.38 0.01  1.00
12624 0.14 100.00 0 2402 0.06 0.04 1.18  4975.38 0.01  1.00
12695 0.14 100.00 0 2402 0.06 0.04 1.16  4975.38 0.01  1.00
12766 0.14 100.00 0 2402 0.06 0.04 1.17  4975.38 0.01  1.00
12836 0.14 100.00 0 2402 0.06 0.04 1.16  4975.38 0.01  1.00
12907 0.14 100.00 0 2402 0.06 0.04 1.17  4975.38 0.01  1.00
12978 0.14 100.00 0 2402 0.06 0.04 1.17  4975.38 0.01  1.00
13048 0.14 100.00 0 2402 0.06 0.04 1.17  4975.38 0.01  1.00
13119 0.14 100.00 1 2402 0.06 0.04 1.15  4975.38 0.01  1.00
13190 0.14 100.00 1 2402 0.06 0.04 1.17  4975.38 0.01  1.00
13260 0.14 100.00 1 2402 0.06 0.04 1.17  4975.38 0.01  1.00
13331 0.14 100.00 1 2402 0.06 0.04 1.16  4975.38 0.01  1.00
13402 0.14 100.00 1 2402 0.06 0.04 1.18  4975.38 0.01  1.00
13472 0.14 100.00 1 2402 0.06 0.04 1.15  4975.38 0.01  1.00
13544 0.14 100.00 1 2402 0.06 0.04 1.18  4975.38 0.01  1.00
13615 0.16 100.00 1 2402 0.06 0.04 1.15  4975.38 0.01  1.00
13685 0.16 100.00 1 2402 0.06 0.04 1.18  4975.38 0.01  1.00
13756 0.16 100.00 1 2402 0.06 0.04 1.16  4975.38 0.01  1.00
13827 0.16 100.00 1 2402 0.06 0.04 1.18  4975.38 0.01  1.00
13897 0.16 100.00 1 2402 0.06 0.04 1.16  4975.38 0.01  1.00
13968 0.16 100.00 2 2402 0.06 0.04 1.16  4975.38 0.01  1.00
14039 0.16 100.00 0 1769 0.08 0.05 1.17  3322.82 0.01  1.00
14109 0.16 100.00 0 1769 0.08 0.05 1.17  3322.82 0.01  1.00
14180 0.16 100.00 0 1769 0.08 0.05 1.16  3322.82 0.01  1.00
14251 0.16 100.00 0 1769 0.08 0.05 1.16  3322.82 0.01  1.00
14321 0.16 100.00 0 1769 0.08 0.05 1.17  3322.82 0.01  1.00
14392 0.16 100.00 0 1769 0.08 0.05 1.16  3322.82 0.01  1.00
14462 0.16 100.00 0 1769 0.08 0.05 1.18  3322.82 0.01  1.00
14533 0.16 100.00 0 1769 0.08 0.05 1.15  3322.82 0.01  1.00
14604 0.16 100.00 0 1769 0.08 0.05 1.18  3322.82 0.01  1.00
14675 0.16 100.00 0 1769 0.08 0.05 1.14  3322.82 0.01  1.00
14746 0.16 100.00 1 1769 0.08 0.05 1.18  3322.82 0.01  1.00
14817 0.16 100.00 1 1769 0.08 0.05 1.16  3322.82 0.01  1.00
14887 0.16 100.00 1 1769 0.08 0.05 1.18  3322.82 0.01  1.00
14958 0.16 100.00 1 1769 0.08 0.05 1.16  3322.82 0.01  1.00
15029 0.16 100.00 1 1769 0.08 0.05 1.17  3322.82 0.01  1.00
15099 0.17 100.00 1 1769 0.08 0.05 1.16  3322.82 0.01  1.00
15170 0.17 100.00 1 1769 0.08 0.05 1.17  3322.82 0.01  1.00
15241 0.17 100.00 1 1769 0.08 0.05 1.17  3322.82 0.01  1.00
15311 0.17 100.00 1 1769 0.08 0.05 1.17  3322.82 0.01  1.00
15382 0.17 100.00 1 1769 0.08 0.05 1.17  3322.82 0.01  1.00
15453 0.17 100.00 0 1414 0.10 0.06 1.16  2494.64 0.01  1.00
15523 0.17 100.00 0 1414 0.10 0.06 1.17  2494.64 0.01  1.00
15594 0.17 100.00 0 1414 0.10 0.06 1.15  2494.64 0.01  1.00
15665 0.17 100.00 0 1414 0.10 0.06 1.18  2494.64 0.01  1.00
15735 0.17 100.00 0 1414 0.10 0.06 1.15  2494.64 0.01  1.00
15807 0.17 100.00 0 1414 0.10 0.06 1.18  2494.64 0.01  1.00
15878 0.17 100.00 0 1414 0.10 0.06 1.15  2494.64 0.01  1.00
15948 0.17 100.00 0 1414 0.10 0.06 1.18  2494.64 0.01  1.00
16019 0.17 100.00 0 1414 0.10 0.06 1.15  2494.64 0.01  1.00
16090 0.17 100.00 1 1414 0.10 0.06 1.17  2494.64 0.01  1.00
16160 0.17 100.00 1 1414 0.10 0.06 1.16  2494.64 0.01  1.00
16231 0.17 100.00 1 1414 0.10 0.06 1.16  2494.64 0.01  1.00
16302 0.17 100.00 1 1414 0.10 0.06 1.16  2494.64 0.01  1.00
16372 0.17 100.00 1 1414 0.10 0.06 1.16  2494.64 0.01  1.00
16443 0.17 100.00 1 1414 0.10 0.06 1.16  2494.64 0.01  1.00
16514 0.17 100.00 1 1414 0.10 0.06 1.16  2494.64 0.01  1.00
16584 0.19 100.00 1 1414 0.10 0.06 1.17  2494.64 0.01  1.00
16655 0.19 100.00 1 1414 0.10 0.06 1.15  2494.64 0.01  1.00
16726 0.19 100.00 2 1414 0.10 0.06 1.16  2494.64 0.01  1.00
16797 0.19 100.00 0 1343 0.10 0.07 1.15  1997.21 0.01  1.00
16867 0.19 100.00 0 1343 0.10 0.07 1.18  1997.21 0.01  1.00
16939 0.19 100.00 0 1343 0.10 0.07 1.15  1997.21 0.01  1.00
17009 0.19 100.00 0 1343 0.10 0.07 1.18  1997.21 0.01  1.00
17080 0.19 100.00 0 1343 0.10 0.07 1.15  1997.21 0.01  1.00
17150 0.19 100.00 0 1343 0.10 0.07 1.17  1997.21 0.01  1.00
17221 0.19 100.00 0 1343 0.10 0.07 1.16  1997.21 0.01  1.00
17292 0.19 100.00 1 1343 0.10 0.07 1.17  1997.21 0.01  1.00
17362 0.19 100.00 1 1343 0.10 0.07 1.16  1997.21 0.01  1.00
17433 0.19 100.00 1 1343 0.10 0.07 1.16  1997.21 0.01  1.00
17504 0.19 100.00 1 1343 0.10 0.07 1.17  1997.21 0.01  1.00
17574 0.19 100.00 1 1343 0.10 0.07 1.16  1997.21 0.01  1.00
17645 0.19 100.00 1 1343 0.10 0.07 1.17  1997.21 0.01  1.00
17716 0.19 100.00 1 1343 0.10 0.07 1.16  1997.21 0.01  1.00
17786 0.19 100.00 1 1343 0.10 0.07 1.17  1997.21 0.01  1.00
17857 0.19 100.00 2 1343 0.10 0.07 1.14  1997.21 0.01  1.00
17929 0.19 100.00 0 1132 0.12 0.08 1.18  1665.42 0.01  1.00
17998 0.19 100.00 0 1132 0.12 0.08 1.15  1665.42 0.01  1.00
18070 0.20 100.00 0 1132 0.12 0.08 1.18  1665.42 0.01  1.00
18141 0.20 100.00 0 1132 0.12 0.08 1.16  1665.42 0.01  1.00
18211 0.20 100.00 0 1132 0.12 0.08 1.18  1665.42 0.01  1.00
18282 0.20 100.00 0 1132 0.12 0.08 1.16  1665.42 0.01  1.00
18353 0.20 100.00 0 1132 0.12 0.08 1.16  1665.42 0.01  1.00
18423 0.20 100.00 1 1132 0.12 0.08 1.16  1665.42 0.01  1.00
18494 0.20 100.00 1 1132 0.12 0.08 1.17  1665.42 0.01  1.00
18565 0.20 100.00 1 1132 0.12 0.08 1.17  1665.42 0.01  1.00
18635 0.20 100.00 1 1132 0.12 0.08 1.16  1665.42 0.01  1.00
18706 0.20 100.00 1 1132 0.12 0.08 1.17  1665.42 0.01  1.00
18777 0.20 100.00 1 1132 0.12 0.08 1.16  1665.42 0.01  1.00
18847 0.20 100.00 1 1132 0.12 0.08 1.17  1665.42 0.01  1.00
18918 0.20 100.00 0 990 0.14 0.09 1.16  1428.39 0.01  1.00
18988 0.20 100.00 0 990 0.14 0.09 1.17  1428.39 0.01  1.00
19057 0.20 100.00 0 990 0.14 0.09 1.16  1428.39 0.01  1.00
19127 0.20 100.00 0 990 0.14 0.09 1.17  1428.39 0.01  1.00
19196 0.20 100.00 0 990 0.14 0.09 1.17  1428.39 0.01  1.00
19267 0.20 100.00 0 990 0.14 0.09 1.17  1428.39 0.01  1.00
19337 0.20 100.00 0 990 0.14 0.09 1.18  1428.39 0.01  1.00
19406 0.20 100.00 1 990 0.14 0.09 1.15  1428.39 0.01  1.00
19476 0.20 100.00 1 990 0.14 0.09 1.17  1428.39 0.01  1.00
19546 0.22 100.00 1 990 0.14 0.09 1.16  1428.39 0.01  1.00
19615 0.22 100.00 1 990 0.14 0.09 1.17  1428.39 0.01  1.00
19685 0.22 100.00 1 990 0.14 0.09 1.16  1428.39 0.01  1.00
19755 0.22 100.00 1 990 0.14 0.09 1.17  1428.39 0.01  1.00
19824 0.22 100.00 1 990 0.14 0.09 1.16  1428.39 0.01  1.00
19894 0.22 100.00 0 976 0.14 0.10 1.17  1250.63 0.01  1.00
19963 0.22 100.00 0 976 0.14 0.10 1.15  1250.63 0.01  1.00
20033 0.22 100.00 0 976 0.14 0.10 1.18  1250.63 0.01  1.00
20103 0.22 100.00 0 976 0.14 0.10 1.15  1250.63 0.01  1.00
20172 0.22 100.00 0 976 0.14 0.10 1.18  1250.63 0.01  1.00
20242 0.22 100.00 0 976 0.14 0.10 1.15  1250.63 0.01  1.00
20312 0.22 100.00 0 976 0.14 0.10 1.16  1250.63 0.01  1.00
20381 0.22 100.00 1 976 0.14 0.10 1.15  1250.63 0.01  1.00
20451 0.22 100.00 1 976 0.14 0.10 1.18  1250.63 0.01  1.00
20520 0.22 100.00 1 976 0.14 0.10 1.15  1250.63 0.01  1.00
20590 0.22 100.00 1 976 0.14 0.10 1.17  1250.63 0.01  1.00
20660 0.22 100.00 1 976 0.14 0.10 1.18  1250.63 0.01  1.00
20730 0.22 100.00 1 976 0.14 0.10 1.17  1250.63 0.01  1.00
20800 0.22 100.00 2 976 0.14 0.10 1.15  1250.63 0.01  1.00
20870 0.22 100.00 0 975 0.14 0.10 1.17  1112.40 0.01  1.00
20939 0.22 100.00 0 975 0.14 0.10 1.17  1112.40 0.01  1.00
21009 0.24 100.00 0 975 0.14 0.10 1.16  1112.40 0.01  1.00
21079 0.24 100.00 0 975 0.14 0.10 1.16  1112.40 0.01  1.00
21148 0.24 100.00 0 975 0.14 0.10 1.16  1112.40 0.01  1.00
21218 0.24 100.00 0 975 0.14 0.10 1.16  1112.40 0.01  1.00
21287 0.24 100.00 1 975 0.14 0.10 1.16  1112.40 0.01  1.00
21357 0.24 100.00 1 975 0.14 0.10 1.17  1112.40 0.01  1.00
21427 0.24 100.00 1 975 0.14 0.10 1.16  1112.40 0.01  1.00
21496 0.24 100.00 1 975 0.14 0.10 1.17  1112.40 0.01  1.00
21566 0.24 100.00 1 975 0.14 0.10 1.16  1112.40 0.01  1.00
21636 0.24 100.00 1 975 0.14 0.10 1.17  1112.40 0.01  1.00
21705 0.24 100.00 0 836 0.17 0.11 1.16  1001.85 0.01  1.00
21775 0.24 100.00 0 836 0.17 0.11 1.17  1001.85 0.01  1.00
21844 0.24 100.00 0 836 0.17 0.11 1.16  1001.85 0.01  1.00
21914 0.24 100.00 0 836 0.17 0.11 1.18  1001.85 0.01  1.00
21984 0.24 100.00 0 836 0.17 0.11 1.17  1001.85 0.01  1.00
22053 0.24 100.00 0 836 0.17 0.11 1.17  1001.85 0.01  1.00
22123 0.24 100.00 1 836 0.17 0.11 1.15  1001.85 0.01  1.00
22194 0.24 100.00 1 836 0.17 0.11 1.18  1001.85 0.01  1.00
22263 0.24 100.00 1 836 0.17 0.11 1.16  1001.85 0.01  1.00
22333 0.24 100.00 1 836 0.17 0.11 1.17  1001.85 0.01  1.00
22403 0.24 100.00 1 836 0.17 0.11 1.16  1001.85 0.01  1.00
22472 0.25 100.00 1 836 0.17 0.11 1.16  1001.85 0.01  1.00
22542 0.25 100.00 0 837 0.17 0.11 1.16  911.45 0.01  1.00
22610 0.25 100.00 0 837 0.17 0.11 1.16  911.45 0.01  1.00
22679 0.25 100.00 0 837 0.17 0.11 1.17  911.45 0.01  1.00
22748 0.25 100.00 0 837 0.17 0.11 1.15  911.45 0.01  1.00
22816 0.25 100.00 0 837 0.17 0.11 1.17  911.45 0.01  1.00
22885 0.25 100.00 1 837 0.17 0.11 1.15  911.45 0.01  1.00
22953 0.25 100.00 1 837 0.17 0.11 1.17  911.45 0.01  1.00
23022 0.25 100.00 1 837 0.17 0.11 1.16  911.45 0.01  1.00
23091 0.25 100.00 1 837 0.17 0.11 1.17  911.45 0.01  1.00
23159 0.25 100.00 1 837 0.17 0.11 1.17  911.45 0.01  1.00
23228 0.25 100.00 1 837 0.17 0.11 1.16  911.45 0.01  1.00
23297 0.25 100.00 0 755 0.19 0.12 1.18  836.15 0.01  1.00
23365 0.25 100.00 0 755 0.19 0.12 1.17  836.15 0.01  1.00
23434 0.25 100.00 0 755 0.19 0.12 1.17  836.15 0.01  1.00
23502 0.25 100.00 0 755 0.19 0.12 1.16  836.15 0.01  1.00
23571 0.25 100.00 0 755 0.19 0.12 1.17  836.15 0.01  1.00
23640 0.25 100.00 1 755 0.19 0.12 1.16  836.15 0.01  1.00
23708 0.25 100.00 1 755 0.19 0.12 1.16  836.15 0.01  1.00
23777 0.25 100.00 1 755 0.19 0.12 1.18  836.15 0.01  1.00
23845 0.25 100.00 1 755 0.19 0.12 1.15  836.15 0.01  1.00
23914 0.27 100.00 1 755 0.19 0.12 1.17  836.15 0.01  1.00
23983 0.27 100.00 1 755 0.19 0.12 1.17  836.15 0.01  1.00
24052 0.27 100.00 0 754 0.19 0.12 1.16  772.48 0.01  1.00
24120 0.27 100.00 0 754 0.19 0.12 1.17  772.48 0.01  1.00
24188 0.27 100.00 0 754 0.19 0.12 1.15  772.48 0.01  1.00
24258 0.27 100.00 0 754 0.19 0.12 1.17  772.48 0.01  1.00
24327 0.27 100.00 0 754 0.19 0.12 1.15  772.48 0.01  1.00
24395 0.27 100.00 1 754 0.19 0.12 1.17  772.48 0.01  1.00
24464 0.27 100.00 1 754 0.19 0.12 1.16  772.48 0.01  1.00
24532 0.27 100.00 1 754 0.19 0.12 1.18  772.48 0.01  1.00
24601 0.27 100.00 1 754 0.19 0.12 1.17  772.48 0.01  1.00
24670 0.27 100.00 1 754 0.19 0.12 1.15  772.48 0.01  1.00
24738 0.27 100.00 2 754 0.19 0.12 1.16  772.48 0.01  1.00
24807 0.27 100.00 0 756 0.19 0.13 1.15  717.95 0.01  1.00
24876 0.27 100.00 0 756 0.19 0.13 1.17  717.95 0.01  1.00
24944 0.27 100.00 0 756 0.19 0.13 1.17  717.95 0.01  1.00
25013 0.27 100.00 0 756 0.19 0.13 1.16  717.95 0.01  1.00
25081 0.27 100.00 1 756 0.19 0.13 1.16  717.95 0.01  1.00
25150 0.27 100.00 1 756 0.19 0.13 1.16  717.95 0.01  1.00
25219 0.27 100.00 1 756 0.19 0.13 1.18  717.95 0.01  1.00
25287 0.27 100.00 1 756 0.19 0.13 1.15  717.95 0.01  1.00
25356 0.28 100.00 1 756 0.19 0.13 1.17  717.95 0.01  1.00
25424 0.28 100.00 1 756 0.19 0.13 1.16  717.95 0.01  1.00
