0 1 05 0 0 214
3177 0.05 100.00 0 0 0.00 0.00 1.04 0 0 215
3224 0.05 100.00 0 0 0.00 0.00 1.06 0 0 220
3270 0.05 100.00 0 0 0.00 �0 0.00 100.00 0 0 0.00 0.00 1.48 0 0 288
3 0.00 100.00 0 0 0.00 0.00 1.44 0 0 289
19 0.00 100.00 0 0 0.00 0.00 1.40 0 0 283
64 0.00 100.00 0 0 0.00 0.00 1.38 0 0 280
109 0.00 100.00 0 0 0.00 0.00 1.37 0 0 278
154 0.00 100.00 0 0 0.00 0.00 1.34 0 0 273
200 0.00 100.00 0 0 0.00 0.00 1.31 0 0 268
246 0.00 100.00 0 0 0.00 0.00 1.31 0 0 267
291 0.00 100.00 0 0 0.00 0.00 1.30 0 0 264
337 0.00 100.00 0 0 0.00 0.00 1.26 0 0 258
384 0.00 100.00 0 0 0.00 0.00 1.26 0 0 256
430 0.00 100.00 0 0 0.00 0.00 1.26 0 0 255
475 0.00 100.00 0 0 0.00 0.00 1.23 0 0 251
521 0.00 100.00 0 0 0.00 0.00 1.21 0 0 247
567 0.00 100.00 0 0 0.00 0.00 1.22 0 0 248
612 0.00 100.00 0 0 0.00 0.00 1.20 0 0 246
658 0.00 100.00 0 0 0.00 0.00 1.18 0 0 241
704 0.00 100.00 0 0 0.00 0.00 1.17 0 0 240
749 0.00 100.00 0 0 0.00 0.00 1.18 0 0 241
795 0.00 100.00 0 0 0.00 0.00 1.16 0 0 232
841 0.00 100.00 0 0 0.00 0.00 1.14 0 0 235
886 0.02 100.00 0 0 0.00 0.00 1.15 0 0 236
932 0.02 100.00 0 0 0.00 0.00 1.14 0 0 234
978 0.02 100.00 0 0 0.00 0.00 1.12 0 0 230
1024 0.02 100.00 0 0 0.00 0.00 1.12 0 0 231
1071 0.02 100.00 0 0 0.00 0.00 1.12 0 0 230
1118 0.02 100.00 0 0 0.00 0.00 1.10 0 0 227
1165 0.02 100.00 0 0 0.00 0.00 1.10 0 0 228
1211 0.02 100.00 0 0 0.00 0.00 1.11 0 0 227
1258 0.02 100.00 0 0 0.00 0.00 1.09 0 0 224
1305 0.02 100.00 0 0 0.00 0.00 1.09 0 0 226
1351 0.02 100.00 0 0 0.00 0.00 1.09 0 0 225
1398 0.02 100.00 0 0 0.00 0.00 1.08 0 0 222
1445 0.02 100.00 0 0 0.00 0.00 1.08 0 0 224
1491 0.02 100.00 0 0 0.00 0.00 1.09 0 0 222
1539 0.02 100.00 0 0 0.00 0.00 1.07 0 0 220
1586 0.02 100.00 0 0 0.00 0.00 1.08 0 0 222
1633 0.02 100.00 0 0 0.00 0.00 1.08 0 0 221
1679 0.02 100.00 0 0 0.00 0.00 1.06 0 0 218
1726 0.02 100.00 0 0 0.00 0.00 1.06 0 0 221
1773 0.02 100.00 0 0 0.00 0.00 1.07 0 0 219
1819 0.02 100.00 0 0 0.00 0.00 1.05 0 0 217
1866 0.03 100.00 0 0 0.00 0.00 1.06 0 0 219
1913 0.03 100.00 0 0 0.00 0.00 1.06 0 0 217
1960 0.03 100.00 0 0 0.00 0.00 1.04 0 0 216
2007 0.03 100.00 0 0 0.00 0.00 1.06 0 0 218
2054 0.03 100.00 0 0 0.00 0.00 1.05 0 0 216
2101 0.03 100.00 0 0 0.00 0.00 1.04 0 0 215
2147 0.03 100.00 0 0 0.00 0.00 1.06 0 0 217
2194 0.03 100.00 0 0 0.00 0.00 1.05 0 0 215
2241 0.03 100.00 0 0 0.00 0.00 1.04 0 0 214
2287 0.03 100.00 0 0 0.00 0.00 1.05 0 0 216
2334 0.03 100.00 0 0 0.00 0.00 1.04 0 0 214
2381 0.03 100.00 0 0 0.00 0.00 1.03 0 0 213
2428 0.03 100.00 0 0 0.00 0.00 1.05 0 0 216
2475 0.03 100.00 0 0 0.00 0.00 1.04 0 0 213
2522 0.03 100.00 0 0 0.00 0.00 1.03 0 0 213
2569 0.03 100.00 0 0 0.00 0.00 1.05 0 0 215
2615 0.03 100.00 0 0 0.00 0.00 1.03 0 0 212
2662 0.03 100.00 0 0 0.00 0.00 1.03 0 0 213
2709 0.03 100.00 0 0 0.00 0.00 1.05 0 0 215
2755 0.03 100.00 0 0 0.00 0.00 1.03 0 0 212
2802 0.03 100.00 0 0 0.00 0.00 1.03 0 0 213
2849 0.05 100.00 0 0 0.00 0.00 1.04 0 0 214
2896 0.05 100.00 0 0 0.00 0.00 1.03 0 0 211
2942 0.05 100.00 0 0 0.00 0.00 1.03 0 0 212
2990 0.05 100.00 0 0 0.00 0.00 1.04 0 0 214
3037 0.05 100.00 0 0 0.00 0.00 1.02 0 0 211
3083 0.05 100.00 0 0 0.00 0.00 1.03 0 0 212
3130 0.05 100.00 0 0 0.00 0.00 1.04 0 0 213
3177 0.05 100.00 0 0 0.00 0.00 1.02 0 0 210
3224 0.05 100.00 0 0 0.00 0.00 1.03 0 0 215
3270 0.05 100.00 0 0 0.00 0.00 1.04 0 0 213
3317 0.05 100.00 0 0 0.00 0.00 1.01 0 0 210
3364 0.05 100.00 0 0 0.00 0.00 1.03 0 0 212
3410 0.05 100.00 0 0 0.00 0.00 1.04 0 0 213
3458 0.05 100.00 0 0 0.00 0.00 1.02 0 0 210
3505 0.05 100.00 0 0 0.00 0.00 1.03 0 0 212
3551 0.05 100.00 0 0 0.00 0.00 1.03 0 0 213
3598 0.05 100.00 0 0 0.00 0.00 1.02 0 0 210
3645 0.05 100.00 0 0 0.00 0.00 1.02 0 0 213
3692 0.05 100.00 0 0 0.00 0.00 1.03 0 0 212
3738 0.05 100.00 0 0 0.00 0.00 1.01 0 0 210
3785 0.05 100.00 0 0 0.00 0.00 1.03 0 0 213
3832 0.06 100.00 0 0 0.00 0.00 1.03 0 0 212
3878 0.06 100.00 0 0 0.00 0.00 1.02 0 0 210
3926 0.06 100.00 0 0 0.00 0.00 1.03 0 0 213
3973 0.06 100.00 0 0 0.00 0.00 1.03 0 0 212
4019 0.06 100.00 0 0 0.00 0.00 1.01 0 0 213
4066 0.06 100.00 0 0 0.00 0.00 1.03 0 0 213
4113 0.06 100.00 0 0 0.00 0.00 1.02 0 0 211
4160 0.06 100.00 0 0 0.00 0.00 1.01 0 0 210
4206 0.06 100.00 0 0 0.00 0.00 1.03 0 0 213
4253 0.06 100.00 0 0 0.00 0.00 1.03 0 0 211
4300 0.06 100.00 0 0 0.00 0.00 1.01 0 0 210
4346 0.06 100.00 0 0 0.00 0.00 1.03 0 0 213
4393 0.06 100.00 0 0 0.00 0.00 1.03 0 0 211
4441 0.06 100.00 0 0 0.00 0.00 1.02 0 0 210
4487 0.06 100.00 0 0 0.00 0.00 1.03 0 0 213
4534 0.06 100.00 0 0 0.00 0.00 1.02 0 0 210
4581 0.06 100.00 0 0 0.00 0.00 1.02 0 0 210
4628 0.06 100.00 0 0 0.00 0.00 1.03 0 0 212
4674 0.06 100.00 0 0 0.00 0.00 1.02 0 0 210
4721 0.06 100.00 0 0 0.00 0.00 1.02 0 0 210
4768 0.06 100.00 0 0 0.00 0.00 1.03 0 0 212
4814 0.08 100.00 0 0 0.00 0.00 1.02 0 0 213
4861 0.08 100.00 0 0 0.00 0.00 1.02 0 0 210
4909 0.08 100.00 0 0 0.00 0.00 1.03 0 0 212
4956 0.08 100.00 0 0 0.00 0.00 1.02 0 0 209
5002 0.08 100.00 0 0 0.00 0.00 1.02 0 0 210
5049 0.08 100.00 0 0 0.00 0.00 1.03 0 0 212
5096 0.08 100.00 0 0 0.00 0.00 1.02 0 0 209
5142 0.08 100.00 0 0 0.00 0.00 1.02 0 0 210
5189 0.08 100.00 0 0 0.00 0.00 1.03 0 0 212
5236 0.08 100.00 0 0 0.00 0.00 1.02 0 0 209
5282 0.08 100.00 0 0 0.00 0.00 1.02 0 0 210
5329 0.08 100.00 0 0 0.00 0.00 1.03 0 0 212
5377 0.08 100.00 0 0 0.00 0.00 1.01 0 0 209
5424 0.08 100.00 0 0 0.00 0.00 1.02 0 0 210
5470 0.08 100.00 0 0 0.00 0.00 1.03 0 0 211
5517 0.08 100.00 0 0 0.00 0.00 1.01 0 0 209
5564 0.08 100.00 0 0 0.00 0.00 1.02 0 0 211
5610 0.08 100.00 0 0 0.00 0.00 1.03 0 0 215
5657 0.08 100.00 0 0 0.00 0.00 1.01 0 0 209
5704 0.08 100.00 0 0 0.00 0.00 1.01 0 0 211
5750 0.08 100.00 0 0 0.00 0.00 1.03 0 0 211
5797 0.09 100.00 0 0 0.00 0.00 1.01 0 0 209
5844 0.09 100.00 0 0 0.00 0.00 1.02 0 0 212
5892 0.09 100.00 0 0 0.00 0.00 1.03 0 0 211
5938 0.09 100.00 0 0 0.00 0.00 1.01 0 0 209
5985 0.09 100.00 0 0 0.00 0.00 1.02 0 0 212
6032 0.09 100.00 0 0 0.00 0.00 1.02 0 0 211
